"","PPG","Week End Date","SECTOR 2","TRADING COMPANY","PRODUCT RANGE","FORMAT","PPG_Description","Flag_TPR_HEA","Flag_Display_HEA","Event_Number","Display_Type","Units","Base_Units","OID_Total","UNCR_Total","Total_Inc_Unit_Sales","Retro_Fund_Total","RSP_Unit","R_GM_Inc","R_Net_Revenue_Inc","R_NIS_Inc","R_Total_Trade_Inv_Inc","Display_Flag_KAM_Input","Key"
"407","D77",2025-02-14,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,0,25,"0",19,4,0,89.1,15.499110425651,105.02,21.1894736842105,120.890182378259,175.44705107655,181.979253069143,79.3583243211527,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 25"
"408","D77",2025-02-15,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,0,25,"0",36,4,0,168.9,14.3732508790907,198.99,21.1916666666667,111.974017616436,162.567860710835,168.72289975533,73.7283837414161,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 25"
"409","D77",2025-02-16,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,0,25,"0",35,4,0,154.6,15.753585221248,196.42,21.1685714285714,123.713846828055,179.166466806848,185.783917855966,79.8224742304696,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 25"
"410","D77",2025-02-17,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,0,25,"0",20,4,0,86.7,12.7454561319567,113.5,21.275,103.179298394695,148.043303979183,153.653031783388,61.4919948301848,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 25"
"411","D77",2025-02-18,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,0,25,"0",15,4,0,72,16.0741261650204,82.91,21.3,125.556257385335,182.137181486207,188.862013751489,82.1214526667279,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 25"
"412","D77",2025-02-19,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,0,25,"0",11,5,0,33.35,14.6195923213095,66.73,21.1363636363636,119.762509117189,171.223474088199,177.796037515837,69.1226236741289,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 25"
"413","D77",2025-02-20,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,0,25,"0",19,4,0,74.8,13.8978708480116,109.45,21.1315789473684,111.822554603732,160.743059988732,166.738846722816,67.7379367525781,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 25"
"414","D77",2025-02-21,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,0,25,"0",37,4,0,158.3,13.1106233714042,208.94,21.1351351351351,106.700269688807,152.84966395615,158.58172278557,62.6889842697348,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 25"
"415","D77",2025-02-22,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,0,25,"0",34,4,0,131,11.2883907812577,195.3,21,98.2753555052453,138.010491055272,143.132101966994,47.5706533886048,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 25"
"416","D77",2025-02-23,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,0,25,"0",44,6,0,182.31,16.0550180146658,249.14,21.0454545454545,136.955101395133,193.468764806757,200.85719584167,70.4757313543494,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 25"
"417","D77",2025-02-24,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,0,25,"0",20,6,0,69.91,13.4693413986749,117.96,21.1,122.013779050711,169.425860774047,175.948090142603,52.0101118201689,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 25"
"418","D77",2025-02-25,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,0,25,"0",45,4,0,162.9,10.8253947317356,262.01,21,93.72686654215,131.832255997859,136.798763232991,46.1372333918742,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 25"
"419","D77",2025-02-26,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,0,25,"0",44,6,0,156.82,13.6290351577734,258.34,21.0909090909091,125.849966552081,173.824170307444,180.399897085298,50.2371676863508,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 25"
"420","D77",2025-02-27,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,0,25,"0",44,4,0,171.6,11.2723639731863,252.06,21,94.9714379940583,134.650159179674,139.766401110691,50.6675045395085,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 25"
"421","D77",2025-02-28,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,0,25,"0",47,4,0,202.7,13.059296620177,262.73,21,106.742327323617,152.71105142664,158.4259157944,61.983785009069,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 25"
"422","D77",2025-03-01,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,0,25,"0",59,4,0,239.1,12.3749775701677,334.96,21,104.676249274413,148.236170321403,153.72178780741,55.2084609321528,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 25"
"423","D77",2025-03-02,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,0,25,"0",47,4,0,198.3,13.1086749346052,264.22,21,107.646947128036,153.789482897846,159.520889000939,61.7171330270635,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 25"
"424","D77",2025-03-03,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,0,25,"0",27,4,0,112.7,14.1840350909306,152.2,21,116.866528732913,166.794332252989,172.885984008451,66.3912046419109,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 25"
"425","D77",2025-03-04,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",128,4,0,-6.7199999999998,0,0,21,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"426","D77",2025-03-05,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",3,4,0,-0.469999999999995,0,0,21,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"427","D77",2025-03-06,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",2,3,0,-0.479999999999997,0,0,21,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"428","D77",2025-03-07,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",49,4,0,0.990000000000077,0,0,21.0102040816327,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"429","D77",2025-03-08,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",2,2,0,-0.479999999999997,0,0,21,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"430","D77",2025-03-09,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",96,4,0,-7.03999999999985,0,0,21,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"431","D77",2025-03-10,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",4,3,0,0.0400000000000063,0,0,21,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"432","D77",2025-03-11,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",2,3,0,0.0200000000000031,0,0,21,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"433","D77",2025-03-12,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",1,2,0,0.0100000000000016,0,0,21,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"434","D77",2025-03-13,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",2,1,0,0.0200000000000031,0,0,21,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"435","D77",2025-03-14,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",4,4,0,0.540000000000006,0,0,21.125,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"436","D77",2025-03-15,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",5,4,0,-0.449999999999996,0,0,21,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"437","D77",2025-03-16,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",4,4,0,0.0400000000000063,0,0,21,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"438","D77",2025-03-17,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",5,4,0,0.0500000000000078,0,0,21,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"439","D77",2025-03-18,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",4,4,0,2.04000000000001,0,0,21.5,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"440","D77",2025-03-20,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",16,6,0,166.51,0,0,21.125,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"441","D77",2025-03-21,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",19,4,0,209,0,0,21,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"442","D77",2025-03-22,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",34,6,0,353.02,0,0,21.0588235294118,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"443","D77",2025-03-23,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",11,5,0,99.02,0,0,21.0454545454545,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"444","D77",2025-03-24,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",15,6,0,156.01,0,0,21.1333333333333,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"445","D77",2025-03-25,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,26,"GE",368,4,0,1656,31.7011953339547,2034.12,21,-1635.03583572498,-1523.44762814946,378.512272287419,2044.61527943967,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 26"
"446","D77",2025-03-26,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,26,"GE",448,4,0,2163.52,33.0215286319851,2523.38,21.6428571428571,-1638.11018858846,-1521.87440780387,380.527804287845,2064.74833851371,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 26"
"447","D77",2025-03-27,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,26,"GE",866,7,0,4190.8,35.3404904685928,4860.75,21.5941108545035,-2873.96193895052,-2749.56341250107,414.620651805905,3330.56107580474,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 26"
"448","D77",2025-03-28,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,26,"GE",1090,7,0,5615.3,36.6501285570879,6098.74,21.8536697247706,-2860.33561668493,-2731.32716416398,433.295628902647,3333.8552776425,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 26"
"449","D77",2025-03-29,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,26,"GE",1249,5,0,6448.81,38.4280969984621,7023.17,21.9483586869496,-2270.58336811127,-2135.31646667668,399.231945817801,2767.0743813314,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 26"
"450","D77",2025-03-30,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,26,"GE",1041,5,0,5628.33,35.7224473544174,5920.51,22.3837656099904,-2269.2196602916,-2143.47664560405,390.165374259682,2730.75368011067,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 26"
"451","D77",2025-03-31,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,26,"GE",1155,7,0,6249.07,38.9053149096349,6483.23,22.1662337662338,-2883.29554014785,-2746.34883166594,419.029448828791,3385.95220878033,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 26"
"452","D77",2025-04-01,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,26,"GE",45,4,0,233.77,14.160844522257,259.03,22.3777777777778,-1788.45986275548,-1738.61369003714,157.47019287782,1971.41797398304,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 26"
"453","D77",2025-04-02,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,26,"GE",51,6,0,262.67,18.4863503848973,292.22,22.2549019607843,-2381.00788222023,-2315.93592886539,212.266998513553,2619.8515291931,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 26"
"454","D77",2025-04-03,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,26,"GE",26,4,0,148.61,17.5083513723702,145.18,22.3846153846154,-1777.45281715532,-1715.82342032458,181.381877385165,2003.66071688635,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 26"
"455","D77",2025-04-04,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",13,4,0,16.23,0,0,22.2307692307692,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"456","D77",2025-04-05,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",5,4,0,5.05,0,0,22.3,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"457","D77",2025-04-06,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",6,4,0,7.56000000000001,0,0,22.4166666666667,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"458","D77",2025-04-07,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",33,3,0,32.8300000000001,0,0,21.9848484848485,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"459","D77",2025-04-08,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",3,2,0,0.0300000000000047,0,0,21.1666666666667,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"460","D77",2025-04-09,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",16,2,0,32.16,0,0,23,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"461","D77",2025-04-10,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",3,3,0,5.53,0,0,23,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"462","D77",2025-04-11,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",8,3,0,5.57999999999999,0,0,21.6875,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"463","D77",2025-04-12,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",1,1,0,0.0100000000000016,0,0,21,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"464","D77",2025-04-13,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",1,1,0,0.0100000000000016,0,0,21,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"465","D77",2025-04-14,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",5,6,0,6.55000000000001,0,0,22.6,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"466","D77",2025-04-15,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",1,2,0,2.01,0,0,23,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"467","D77",2025-04-18,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",1,2,0,1.51,0,0,23,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"468","D77",2025-04-19,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",1,1,0,0.0100000000000016,0,0,21,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"469","D77",2025-04-22,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",1,1,0,1.51,0,0,23,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"470","D77",2025-04-24,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",1,1,0,1.51,0,0,23,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"471","D77",2025-04-25,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",1,1,0,0.0100000000000016,0,0,23,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"472","D77",2025-04-26,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",3,2,0,0.0300000000000047,0,0,22.5,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"473","D77",2025-04-27,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",2,3,0,-0.479999999999997,0,0,23,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"474","D77",2025-04-28,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",2,3,0,0.0200000000000031,0,0,23,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"475","D77",2025-04-29,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",7,3,0,0.0699999999999932,0,0,23,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"476","D77",2025-04-30,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",5,4,0,-2.45,0,0,22.6,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"477","D77",2025-05-01,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",1,1,0,-0.489999999999998,0,0,23,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"478","D77",2025-05-02,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",3,3,0,-0.469999999999995,0,0,23,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"479","D77",2025-05-03,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",3,3,0,0.0300000000000047,0,0,23,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"480","D77",2025-05-04,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",3,3,0,-0.269999999999996,0,0,23.0666666666667,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"481","D77",2025-05-05,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",3,4,0,-1.77,0,0,22.5666666666667,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"482","D77",2025-05-06,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,27,"STAIRCASE",22,4,0,53.66,6.94390567689604,147.35,22.4318181818182,-1233.73095282246,-1209.28840483979,95.7982581074291,1323.44621416796,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 27"
"483","D77",2025-05-07,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,27,"STAIRCASE",576,4,0,1476.16,16.8841195253313,3854.58,22.5388888888889,-1134.45040834083,-1075.01830761167,233.398326974773,1352.59323260811,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 27"
"484","D77",2025-05-08,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,27,"STAIRCASE",18,6,0,40.54,6.58958791030054,122.43,22.5555555555556,-1671.01943808843,-1647.82408864418,90.950696033047,1756.15691388952,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 27"
"485","D77",2025-05-09,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,27,"STAIRCASE",450,6,0,797.459999999999,14.2054010366381,3029.65,21.8693333333333,-1581.12591150709,-1531.12289985813,210.87318221642,1764.65969290046,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 27"
"486","D77",2025-05-10,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,27,"STAIRCASE",48,6,0,90.62,5.31250767225803,322.13,21.9208333333333,-1679.64775473392,-1660.94772772757,78.0692350699047,1748.2853538595,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 27"
"487","D77",2025-05-11,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,27,"STAIRCASE",44,4,0,94.86,4.88513036419718,295.95,22.2340909090909,-1249.21193712999,-1232.01627824801,72.3806949694471,1312.32782143541,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 27"
"488","D77",2025-05-12,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,27,"STAIRCASE",29,4,0,56.49,4.94873487968757,195.07,22.0275862068966,-1248.62171040653,-1231.20216363003,73.2161171001234,1312.55936505209,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 27"
"489","D77",2025-05-13,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,27,"STAIRCASE",272,4,0,467.36,10.055085367281,1848.07,22,-1190.99649337336,-1155.60259288053,150.526315262959,1320.90819631863,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 27"
"490","D77",2025-05-14,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,27,"STAIRCASE",336,4,0,539.36,13.6969497536926,2275.81,21.8238095238095,-1149.60632173671,-1101.39305860371,205.955874109226,1326.57091255442,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 27"
"491","D77",2025-05-15,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,1,27,"STAIRCASE",225,6,0,425.93,14.1277615929637,1514.83,21.9902222222222,-1581.40258882744,-1531.67286802021,210.297204840704,1763.93326860853,1,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 27"
"492","D77",2025-05-16,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",2,4,0,-2.48,0,0,22.25,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"493","D77",2025-05-17,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",3,1,0,-0.869999999999997,0,0,23.2,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"494","D77",2025-05-18,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",2,1,0,-3.48,0,0,21.5,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"495","D77",2025-05-19,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",3,3,0,-2.07,0,0,22.6333333333333,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
"496","D77",2025-05-20,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,0,"0",2,3,0,-2.28,0,0,22.35,0,0,0,0,0,"D77 Bar Soap RECKITT Bar Soap ALL BAR SOAP-All-120GM-35% 0"
