"","PPG","SECTOR 2","TRADING COMPANY","PRODUCT RANGE","FORMAT","PPG_Description","Discount","Display","Display_Cost","Display_Flag","Event_Multiplier","Event_Multiplier_Discount","Event_Multiplier_Display","Event_Multiplier_Tesco","Event_Multiplier_Discount_Tesco","Event_Multiplier_Display_Tesco","ROI_GM","ROI_Rev","ROI_NIS","Promo_Price","RSP_Unit","R_ROI_GM","R_ROI_Rev","R_ROI_NIS","Flag_Event_Exist_in_History","Flag_Historical_Display_Event"
"35","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.704016913319239,"STAIRCASE #2",437.5,1,127.704337618916,1.42483112917316,126.279506489743,127.704337618916,1.42483112917316,126.279506489743,-0.948351685344499,-0.626575514497783,-0.504081176732273,4,13.5142857142857,0.311420969375754,0.668712131310944,0.702981961469887,1,1
"36","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.667019027484144,"STAIRCASE #2",437.5,1,93.750311801199,1.03756330807485,92.7127484931242,93.750311801199,1.03756330807485,92.7127484931242,-0.89728886708305,-0.566275689182442,-0.424513653476429,4.5,13.5142857142857,0.381395779690078,0.757751286231028,0.793951267451241,1,1
"37","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.630021141649049,"STAIRCASE #2",437.5,1,70.9213989673603,0.777184660233018,70.1442143071273,70.9213989673603,0.777184660233018,70.1442143071273,-0.842864893276432,-0.502207286939496,-0.340104590742233,5,13.5142857142857,0.459225942764975,0.856785951939334,0.89515541026759,1,1
"38","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.593023255813953,"STAIRCASE #2",437.5,1,54.9446055637212,0.59495890583259,54.3496466578886,54.9446055637212,0.59495890583259,54.3496466578886,-0.784838970545533,-0.4341079393192,-0.250522165161666,5.5,13.5142857142857,0.54630857313111,0.967593880981072,1.00841751042982,1,1
"39","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.556025369978858,"STAIRCASE #2",437.5,1,43.3915076404846,0.463188285061824,42.9283193554228,43.3915076404846,0.463188285061824,42.9283193554228,-0.722951881697683,-0.361695861315795,-0.155410463313637,6,13.5142857142857,0.644392253782537,1.09240005047871,1.13601977019386,1,1
"40","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.519027484143763,"STAIRCASE #2",437.5,1,34.8069253425917,0.365275522098401,34.4416498204933,34.8069253425917,0.365275522098401,34.4416498204933,-0.656924116100679,-0.284668375958766,-0.054388013981773,6.5,13.5142857142857,0.755694740946455,1.23402643507428,1.28085735302573,1,1
"41","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.482029598308668,"STAIRCASE #2",437.5,1,28.2798558722097,0.290830035559566,27.9890258366502,28.2798558722097,0.290830035559566,27.9890258366502,-0.586454281203682,-0.20270090213427,0.0529529825014611,7,13.5142857142857,0.883071299208132,1.39610620425555,1.4466584903691,1,1
"42","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.445031712473573,"STAIRCASE #2",437.5,1,23.2185892008946,0.233102986451448,22.9854862144431,23.2185892008946,0.233102986451448,22.9854862144431,-0.511217985887491,-0.115446682069479,0.167046329533576,7.5,13.5142857142857,1.03026100609492,1.58339713159447,1.63830659249013,1,1
"43","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.408033826638478,"STAIRCASE #2",437.5,1,19.2265424058206,0.187571087749642,19.0389713180709,19.2265424058206,0.187571087749642,19.0389713180709,-0.430867509235905,-0.0225376850984935,0.288349794642491,8,13.5142857142857,1.20225663179688,1.80225224665176,1.8623240513028,1,1
"44","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.371035940803383,"STAIRCASE #2",437.5,1,16.0306095994822,0.151119388592323,15.8794902108899,16.0306095994822,0.151119388592323,15.8794902108899,-0.345032755092361,0.0764126327116186,0.417340400260435,8.5,13.5142857142857,1.40587693828009,2.06134805459169,2.12762093679391,1,1
"45","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.334038054968288,"STAIRCASE #2",437.5,1,13.4382173924583,0.121551463809675,13.3166659286487,13.4382173924583,0.121551463809675,13.3166659286487,-0.253324282233519,0.181803658807534,0.554505574216278,9,13.5142857142857,1.65068344707387,2.37285107352124,2.44669453960335,1,1
"46","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.297040169133192,"STAIRCASE #2",437.5,1,11.3107226810476,0.0972859983326384,11.213436682715,11.3107226810476,0.0972859983326384,11.213436682715,-0.155339655150406,0.294037404186959,0.700327884681607,9.5,13.5142857142857,1.950510241783,2.75436442530283,2.83763136698679,1,1
"47","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.260042283298097,"STAIRCASE #2",437.5,1,9.54645009825359,0.0771633182525166,9.46928678000107,9.54645009825359,0.0771633182525166,9.46928678000107,-0.0506750857953219,0.413501164761084,0.855259812307663,10,13.5142857142857,2.3261444569372,3.23233861238759,3.3276155513454,1,1
"48","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.223044397463002,"STAIRCASE #2",437.5,1,8.06959565768762,0.0603188296387716,8.00927682804884,8.06959565768762,0.0603188296387716,8.00927682804884,0.0610544909111704,0.540539002800012,1.01968297171166,10.5,13.5142857142857,2.81031073861843,3.84841397390767,3.95945381706502,1,1
"49","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.186046511627907,"STAIRCASE #2",437.5,1,6.82280037883357,0.0460983158891026,6.77670206294446,6.82280037883357,0.0460983158891026,6.77670206294446,0.180181840163548,0.675405548097716,1.1938428673413,11,13.5142857142857,3.4576536548368,4.67212276203692,4.80464482832255,1,1
"50","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.149048625792812,"STAIRCASE #2",437.5,1,5.76207733812905,0.0340000774366813,5.72807726069237,5.76207733812905,0.0340000774366813,5.72807726069237,0.306932065290071,0.818191560895773,1.37774474465173,11.5,13.5142857142857,4.36673119647401,5.8288746803431,5.99217731335632,1,1
"51","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.112050739957717,"STAIRCASE #2",437.5,1,4.8532817700564,0.0236346709496648,4.82964709910673,4.8532817700564,0.0236346709496648,4.82964709910673,0.441331696528791,0.968703811100537,1.57098673740122,12,13.5142857142857,5.73509083534982,7.57003818368042,7.78065336662261,1,1
"52","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.0750528541226215,"STAIRCASE #2",437.5,1,4.06961339394863,0.014696421738564,4.05491697221006,4.06961339394863,0.014696421738564,4.05491697221006,0.583058915668433,1.12626986876684,1.77249028527241,12.5,13.5142857142857,8.02484763889504,10.4836296581606,10.7751332159209,1,1
"53","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.0380549682875264,"STAIRCASE #2",437.5,1,3.38982195203883,0.00694295674672453,3.38287899529211,3.38982195203883,0.00694295674672453,3.38287899529211,0.731194531089224,1.28941709487043,1.98005893159406,13,13.5142857142857,12.627096926607,16.3397425289024,16.797310541554,1,1
"54","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.0010570824524313,"STAIRCASE #2",437.5,1,2.79689985025246,0.000180293265446847,2.79671955698701,2.79689985025246,0.000180293265446847,2.79671955698701,0.883801915827751,1.45533604629152,2.18964374658198,13.5,13.5142857142857,26.544380935375,34.0487323976444,35.0182764258007,1,1
"55","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.963002114164905,"HALF G2 PODIUM 6 (CWT)",315,1,26363.6014631305,309.588091145306,26054.0133719852,26363.6014631305,309.588091145306,26054.0133719852,-1.22905739309139,-0.962032381159087,-0.949325935278786,0.5,13.5142857142857,-0.0321588751448801,0.231525394165493,0.256621297810988,1,1
"56","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.92600422832981,"HALF G2 PODIUM 6 (CWT)",315,1,4491.80251758721,52.7202352595635,4439.08228232765,4491.80251758721,52.7202352595635,4439.08228232765,-1.19585362078931,-0.921969406296129,-0.895903721109989,1,13.5142857142857,0.00549752702003526,0.2794411257128,0.305518266723912,1,1
"57","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.889006342494715,"HALF G2 PODIUM 6 (CWT)",315,1,1593.79868002972,18.6853561919809,1575.11332383774,1593.79868002972,18.6853561919809,1575.11332383774,-1.1606550533948,-0.879609032063225,-0.839488115665748,1.5,13.5142857142857,0.0461965492756475,0.331228426477681,0.358372059891194,1,1
"58","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.852008456659619,"HALF G2 PODIUM 6 (CWT)",315,1,763.199564777453,8.93059324967992,754.268971527773,763.199564777453,8.93059324967992,754.268971527773,-1.12327904751473,-0.834760380457888,-0.779843475080591,2,13.5142857142857,0.0903206931172945,0.387374008889189,0.415681750317164,1,1
"59","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.815010570824524,"HALF G2 PODIUM 6 (CWT)",315,1,430.475059356198,5.02299376410506,425.452065592093,430.475059356198,5.02299376410506,425.452065592093,-1.08354588696393,-0.787232569855178,-0.7167318871624,2.5,13.5142857142857,0.138319580063718,0.448449991969622,0.478033808611455,1,1
"60","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.778012684989429,"HALF G2 PODIUM 6 (CWT)",315,1,269.16129692054,3.12848474887141,266.032812171668,269.16129692054,3.12848474887141,266.032812171668,-1.04127310378913,-0.736829683114383,-0.649907626927417,3,13.5142857142857,0.190725210435678,0.515133317303602,0.546122088996815,1,1
"61","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.741014799154334,"HALF G2 PODIUM 6 (CWT)",315,1,180.613275629293,2.08855472625925,178.524720903034,180.613275629293,2.08855472625925,178.524720903034,-0.996271774114148,-0.683347378637267,-0.57911332929163,3.5,13.5142857142857,0.248171637952381,0.588230783896063,0.620773554567648,1,1
"62","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.704016913319239,"HALF G2 PODIUM 6 (CWT)",315,1,127.564607894564,1.465537956009,126.099069938555,127.564607894564,1.465537956009,126.099069938555,-0.948343614273936,-0.626570181945241,-0.50407688668375,4,13.5142857142857,0.311420586886385,0.668711644613945,0.702981756437992,1,1
"63","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.667019027484144,"HALF G2 PODIUM 6 (CWT)",315,1,93.6474203902909,1.06720605594038,92.5802143343505,93.6474203902909,1.06720605594038,92.5802143343505,-0.897278462374984,-0.56626912280962,-0.424508730936101,4.5,13.5142857142857,0.381395199822343,0.757750548380753,0.793950934174761,1,1
"64","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.630021141649049,"HALF G2 PODIUM 6 (CWT)",315,1,70.8432757135796,0.799388499506196,70.0438872140735,70.8432757135796,0.799388499506196,70.0438872140735,-0.842851969933508,-0.502199586776588,-0.340099376041406,5,13.5142857142857,0.459225084282336,0.856784859566687,0.895154883635383,1,1
"65","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.593023255813953,"HALF G2 PODIUM 6 (CWT)",315,1,54.8838162816586,0.611956631849586,54.271859649809,54.8838162816586,0.611956631849586,54.271859649809,-0.784823432497578,-0.434099344957513,-0.250517205385761,5.5,13.5142857142857,0.546307323355854,0.967592290709771,1.00841669539505,1,1
"66","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.556025369978858,"HALF G2 PODIUM 6 (CWT)",315,1,43.3432528556516,0.476421379795897,42.8668314758557,43.3432528556516,0.476421379795897,42.8668314758557,-0.722933750875954,-0.361686790389572,-0.155406565793655,6,13.5142857142857,0.644390454883435,1.09239776147706,1.13601852743385,1,1
"67","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.519027484143763,"HALF G2 PODIUM 6 (CWT)",315,1,34.7679843733038,0.375711290324536,34.3922730829792,34.7679843733038,0.375711290324536,34.3922730829792,-0.656903568466082,-0.284659471944395,-0.0543863128034933,6.5,13.5142857142857,0.75569216912239,1.2340231625675,1.28085547676576,1,1
"68","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.482029598308668,"HALF G2 PODIUM 6 (CWT)",315,1,28.2479964264004,0.299138927507384,27.948857498893,28.2479964264004,0.299138927507384,27.948857498893,-0.586431692096539,-0.202693094479789,0.0529509428529606,7,13.5142857142857,0.8830676323986,1.39610153843909,1.44665567336416,1,1
"69","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.445031712473573,"HALF G2 PODIUM 6 (CWT)",315,1,23.1922209604305,0.239762640855478,22.952458319575,23.1922209604305,0.239762640855478,22.952458319575,-0.511193987851116,-0.115441262671586,0.167038487900451,7.5,13.5142857142857,1.03025577264704,1.58339047231558,1.63830236939165,1,1
"70","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0.408033826638478,"HALF G2 PODIUM 6 (CWT)",315,1,19.2045053239623,0.192929914934213,19.0115754090281,19.2045053239623,0.192929914934213,19.0115754090281,-0.430843066578593,-0.0225364065594957,0.288333436864135,8,13.5142857142857,1.20224912652488,1.80224269659978,1.86231770451817,1,1
