"","PPG","SECTOR 2","TRADING COMPANY","PRODUCT RANGE","FORMAT","PPG_Description","Display","Discount","Display_Cost","Display_Flag","Event_Multiplier","Event_Multiplier_Discount","Event_Multiplier_Display","Event_Multiplier_Tesco","Event_Multiplier_Discount_Tesco","Event_Multiplier_Display_Tesco","ROI_GM","ROI_Rev","ROI_NIS","Promo_Price","RSP_Unit","R_ROI_GM","R_ROI_Rev","R_ROI_NIS","Flag_Event_Exist_in_History","Flag_Historical_Display_Event","Flag_Event_More_Than_90_Percent"
"42","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.408033826638478,630,1,19.2334564531613,0.194709191257426,19.0387472619039,19.2334564531613,0.194709191257426,19.0387472619039,-0.43087516705012,-0.0225380856610832,0.288354919487388,8,13.5142857142857,1.20225898301235,1.80225523844605,1.86232603959293,1,1,0
"43","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.371035940803383,630,1,16.0361733359762,0.156870306021798,15.8793030299544,16.0361733359762,0.156870306021798,15.8793030299544,-0.345039784274409,0.0764141894284755,0.417348902530454,8.5,13.5142857142857,1.40588018650035,2.06135218777599,2.12762380933545,1,1,0
"44","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.334038054968288,630,1,13.4426858195299,0.12617716034215,13.3165086591877,13.4426858195299,0.12617716034215,13.3165086591877,-0.253330114560563,0.181807844503381,0.554518340690252,9,13.5142857142857,1.65068795343225,2.37285680761813,2.44669869916546,1,1,0
"45","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.297040169133192,630,1,11.3142922221414,0.100988261481442,11.21330396066,11.3142922221414,0.100988261481442,11.21330396066,-0.155343636175481,0.294044939740439,0.70034583259624,9.5,13.5142857142857,1.95051653789019,2.75437243675811,2.83763742222124,1,1,0
"46","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.260042283298097,630,1,9.5492742180418,0.0800998036101412,9.46917441443166,9.5492742180418,0.0800998036101412,9.46917441443166,-0.0506765068576226,0.413512760418147,0.855283796035713,10,13.5142857142857,2.32615334355516,3.23234992012747,3.32762444189376,1,1,0
"47","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.223044397463002,630,1,8.07179579296457,0.0626142902803638,8.00918150268421,8.07179579296457,0.0626142902803638,8.00918150268421,0.0610563258515554,0.540555248236361,1.01971361740924,10.5,13.5142857142857,2.81032345407551,3.84843015363788,3.95946703023017,1,1,0
"48","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.186046511627907,630,1,6.82447373169964,0.0478526083778796,6.77662112332176,6.82447373169964,0.0478526083778796,6.77662112332176,0.180187487982262,0.675426718755594,1.19388028847143,11,13.5142857142857,3.45767217106149,4.67214632292964,4.80466478588096,1,1,0
"49","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.149048625792812,630,1,5.76330252580704,0.0352939659294518,5.72800855987759,5.76330252580704,0.0352939659294518,5.72800855987759,0.306941714838385,0.818217283783311,1.37778805916977,11.5,13.5142857142857,4.36675874867703,5.82890973902867,5.99220807653037,1,1,0
"50","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.112050739957717,630,1,4.8541229832933,0.0245340991591781,4.82958888413412,4.8541229832933,0.0245340991591781,4.82958888413412,0.441344763467968,0.968732492461698,1.57103325114204,12,13.5142857142857,5.73513283365187,7.57009162424433,7.78070188478491,1,1,0
"51","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.0750528541226215,630,1,4.0701235001277,0.0152557007874968,4.0548677993402,4.0701235001277,0.0152557007874968,4.0548677993402,0.583073330226526,1.1262977127497,1.772534105311,12.5,13.5142857142857,8.02491267657245,10.4837124150814,10.7752108670532,1,1,0
"52","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.0380549682875264,630,1,3.39004484011503,0.00720717414026194,3.38283766597477,3.39004484011503,0.00720717414026194,3.38283766597477,0.731205482597262,1.28943640718894,1.9800885880403,13,13.5142857142857,12.6271903157661,16.3398613615475,16.7974256568067,1,1,0
"53","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.0010570824524313,630,1,2.79687222331666,0.000187154408099246,2.79668506890856,2.79687222331666,0.000187154408099246,2.79668506890856,0.883799616585352,1.45533226018257,2.18963805014519,13.5,13.5142857142857,26.5443114600788,34.0486439940941,35.0181880990697,1,1,0
"54","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.963002114164905,630,1,26403.3865668462,312.443235515796,26090.9433313304,NA,NA,NA,-1.22905746333581,-0.962032436142206,-0.949325989535692,0.5,13.5142857142857,-0.0321588737566977,0.23152539593188,0.256621298179062,0,0,0
"55","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.92600422832981,630,1,4498.58103635002,53.206442213957,4445.37459413606,NA,NA,NA,-1.19585402185923,-0.921969715509725,-0.895904021581576,1,13.5142857142857,0.00549753581396345,0.279441136902597,0.305518269395928,0,0,0
"56","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.889006342494715,630,1,1596.20384065696,18.8576799701494,1577.34616068681,NA,NA,NA,-1.16065615000794,-0.879609863137725,-0.8394889088331,1.5,13.5142857142857,0.0461965761062943,0.331228460618226,0.358372069081966,0,0,0
"57","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.852008456659619,630,1,764.351273856078,9.01295472859739,755.33831912748,NA,NA,NA,-1.12328126229948,-0.834762026366415,-0.7798450127087,2,13.5142857142857,0.0903207539731692,0.387374086324992,0.415681773518298,0,0,0
"58","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.815010570824524,630,1,431.124656117431,5.06931780814544,426.055338309285,NA,NA,NA,-1.08354967081572,-0.787235318950907,-0.716734390062617,2.5,13.5142857142857,0.13831969766275,0.448450141608019,0.478033857996807,0,0,0
"59","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.778012684989429,630,1,269.567456165857,3.15733687811792,266.410119287739,NA,NA,NA,-1.04127891106989,-0.736833792484758,-0.649911251525082,3,13.5142857142857,0.190725416224479,0.515133579158702,0.546122183381152,0,0,0
"60","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.741014799154334,630,1,180.885807650146,2.10781620769117,178.777991442455,NA,NA,NA,-0.996280039190708,-0.683353047691183,-0.579118133619252,3.5,13.5142857142857,0.248171974924838,0.588231212675258,0.620773722159655,0,0,0
"61","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.704016913319239,630,1,127.757084527079,1.47905372927198,126.278030797807,NA,NA,NA,-0.94835472755769,-0.626577524486615,-0.504082793772058,4,13.5142857142857,0.311421113545109,0.668712314758637,0.702982038751293,0,0,0
"62","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.667019027484144,630,1,93.7887128228455,1.07704825417061,92.7116645686749,NA,NA,NA,-0.897292744528633,-0.566278136224025,-0.424515487923117,4.5,13.5142857142857,0.381395995781782,0.757751561196013,0.793951391649016,0,0,0
"63","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.630021141649049,630,1,70.9501545644978,0.806760777831749,70.1433937866661,NA,NA,NA,-0.842869643032768,-0.502210117004269,-0.340106507317413,5,13.5142857142857,0.459226258279403,0.856786353414348,0.895155603818457,0,0,0
"64","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.593023255813953,630,1,54.9666108194916,0.617600339028198,54.3490104804634,NA,NA,NA,-0.78484458687934,-0.434111045810069,-0.250523957906622,5.5,13.5142857142857,0.546309024859254,0.967594455780661,1.0084178050221,0,0,0
"65","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.556025369978858,630,1,43.4086316066957,0.480815127034278,42.9278164796615,NA,NA,NA,-0.72295830623156,-0.361699075537063,-0.155411844373444,6,13.5142857142857,0.644392891189544,1.09240086154459,1.13602021054315,0,0,0
"66","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.519027484143763,630,1,34.8204222442511,0.379176249107451,34.4412459951436,NA,NA,NA,-0.656931227464964,-0.284671457563585,-0.0543886027453314,6.5,13.5142857142857,0.755695630997508,1.23402756761602,1.28085800235754,0,0,0
"67","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.482029598308668,630,1,28.2905950273088,0.301897705539534,27.9886973217693,NA,NA,NA,-0.586461884447013,-0.202703530104312,0.0529536690245608,7,13.5142857142857,0.883072533355289,1.39610777464094,1.44665943849542,0,0,0
"68","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.445031712473573,630,1,23.2271899245251,0.241973827182962,22.9852160973421,NA,NA,NA,-0.511225802205957,-0.115448447203058,0.16704888360512,7.5,13.5142857142857,1.0302627105631,1.58339930043788,1.63830796790021,0,0,0
"69","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.408033826638478,630,1,19.2334564531613,0.194709191257426,19.0387472619039,NA,NA,NA,-0.43087516705012,-0.0225380856610831,0.288354919487388,8,13.5142857142857,1.20225898301235,1.80225523844605,1.86232603959293,0,0,0
"70","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.371035940803383,630,1,16.0361733359762,0.156870306021798,15.8793030299544,NA,NA,NA,-0.345039784274409,0.0764141894284756,0.417348902530454,8.5,13.5142857142857,1.40588018650036,2.06135218777599,2.12762380933545,0,0,0
"71","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.334038054968288,630,1,13.4426858195299,0.12617716034215,13.3165086591877,NA,NA,NA,-0.253330114560563,0.181807844503381,0.554518340690252,9,13.5142857142857,1.65068795343225,2.37285680761813,2.44669869916546,0,0,0
"72","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.297040169133192,630,1,11.3142922221414,0.100988261481442,11.21330396066,NA,NA,NA,-0.155343636175481,0.294044939740439,0.70034583259624,9.5,13.5142857142857,1.95051653789019,2.75437243675811,2.83763742222124,0,0,0
"73","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.260042283298097,630,1,9.5492742180418,0.0800998036101412,9.46917441443166,NA,NA,NA,-0.0506765068576226,0.413512760418148,0.855283796035713,10,13.5142857142857,2.32615334355516,3.23234992012747,3.32762444189376,0,0,0
"74","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.223044397463002,630,1,8.07179579296457,0.0626142902803638,8.00918150268421,NA,NA,NA,0.0610563258515556,0.540555248236361,1.01971361740925,10.5,13.5142857142857,2.81032345407552,3.84843015363788,3.95946703023017,0,0,0
"75","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.186046511627907,630,1,6.82447373169964,0.0478526083778796,6.77662112332176,NA,NA,NA,0.180187487982262,0.675426718755594,1.19388028847143,11,13.5142857142857,3.45767217106149,4.67214632292964,4.80466478588096,0,0,0
"76","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.149048625792812,630,1,5.76330252580704,0.0352939659294518,5.72800855987759,NA,NA,NA,0.306941714838385,0.818217283783311,1.37778805916977,11.5,13.5142857142857,4.36675874867703,5.82890973902867,5.99220807653037,0,0,0
"77","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.112050739957717,630,1,4.8541229832933,0.0245340991591781,4.82958888413412,NA,NA,NA,0.441344763467968,0.968732492461699,1.57103325114204,12,13.5142857142857,5.73513283365187,7.57009162424433,7.78070188478491,0,0,0
"78","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","G-area",0.0750528541226215,630,1,4.0701235001277,0.0152557007874968,4.0548677993402,NA,NA,NA,0.583073330226526,1.1262977127497,1.772534105311,12.5,13.5142857142857,8.02491267657246,10.4837124150814,10.7752108670532,0,0,0
