"","PPG","Category","Manufacturer","Brand","Format","PPG_Description","Tesco_Week_No","Week_Ending","Base_Units","RSP_Unit","Net_Cost_Unit","COGS_Unit","VAT","BIP_Case","OID","No_Of_Units","STP_Unit","UNCR_Unit","OID_Unit","FM_Abs_Unit_1","FM%","Discount","Display","Display_Cost","Event_Multiplier_Tesco","Display_Flag","TPR_Flag","Event_Lift","Total_Sales","Promo_Price","Retro_Funding_Unit","Retro_Funding_Total","UNCR_Total","OID_Total","Total_Trade_Investment","Gross_Sales","Net_Revenue","NIS","BIP","COGS_Total","GM_Abs","Inc_GM_Abs","FM_Abs_Unit_2","FM%_2","FM_Total","Retailer_Revenue","Inc_NIS","Inc_Revenue","Units_Sale_in_Case","R_NIS_Inc","R_Net_Rev_Inc","R_GM_Inc","R_Trade_Inv_Inc"
"11","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-01-10,6,18.4,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.08380952380952,0.0618478260869565,1,"0",0,0,0,0,0,80,0,0,0,1472,0,0,0,0,0,1315.2,281.6,-281.6,0,0,0.0618478260869565,0,0,0,0,4.44444444444444,0,0,0,0
"12","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-01-11,5,19.1,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.75047619047619,0.0962303664921465,1,"0",0,0,0,0,0,5,0,0,0,95.5,0,0,0,0,0,82.2,17.6,-17.6,0,0,0.0962303664921465,0,0,0,0,0.277777777777778,0,0,0,0
"13","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-01-12,6,17.7777777777778,16.44,3.52,0.05,295.92,0,18,16.44,0,0,0.491216931216929,0.0290124999999999,1,"0",0,0,0,0,0,9,0,0,0,160,0,0,0,0,0,147.96,31.68,-31.68,0,0,0.0290124999999999,0,0,0,0,0.5,0,0,0,0
"14","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-01-13,5,18.3461538461538,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.03252747252747,0.0590943396226413,1,"0",0,0,0,0,0,13,0,0,0,238.5,0,0,0,0,0,213.72,45.76,-45.76,0,0,0.0590943396226413,0,0,0,0,0.722222222222222,0,0,0,0
"15","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-01-14,7,18.5217391304348,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.19975155279503,0.0680140845070421,1,"0",0,0,0,0,0,23,0,0,0,426,0,0,0,0,0,378.12,80.96,-80.96,0,0,0.0680140845070421,0,0,0,0,1.27777777777778,0,0,0,0
"16","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-01-15,5,18.75,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.41714285714286,0.07936,1,"0",0,0,0,0,0,4,0,0,0,75,0,0,0,0,0,65.76,14.08,-14.08,0,0,0.07936,0,0,0,0,0.222222222222222,0,0,0,0
"17","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,2024-01-17,7,18.9021739130435,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.56207039337474,0.0867717078780907,0.686324777848302,"GH",20,5.65688505887852,1,1,39.5981954121496,736,5.92914360132394,5.15682065217391,3795.42,9548.15030942558,0,6397.82,4363.84969057442,-2033.97030942558,1781.44969057442,12099.84,2590.72,-4624.69030942558,-248.817106784387,-5.63637591799376,0.0867717078780907,-4148.37267564341,4363.84969057442,95.8453708753795,-109.43145893362,40.8888888888889,137.285743204529,-3678.13425679547,-3817.51990464624,4329.12858937121
"18","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,2024-01-18,7,18.3571428571429,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.04299319727891,0.0596575875486381,0.684195621679329,"GH",20,5.64105150568822,1,1,39.4873605398176,784,5.79726608774375,5.19182397959184,4070.39,9846.9433872089,0,6331.99,4545.0566127911,-1786.9333872089,2303.4566127911,12888.96,2759.68,-4546.6133872089,-228.997145479437,-5.72697022255697,0.0596575875486381,-4489.94465448467,4545.0566127911,116.017119588149,-90.0016363792796,43.5555555555556,153.215824945659,-3937.17417505434,-4076.1696841545,4586.34638232894
"19","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,2024-01-19,7,18.3548387096774,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.04079877112135,0.0595395430579963,0.691670018706015,"GH",20,6.02496151819678,1,1,42.1747306273774,2976,5.65934707600896,5.06894489247312,15085.18,37781.7831017974,0,24698.78,16842.2168982027,-7856.56310179735,7248.61689820265,48925.44,10475.52,-18332.0831017973,-259.79525089281,-5.98120074942311,0.0595395430579963,-17800.0534302832,16842.2168982027,102.724618650119,-111.340199084441,165.333333333333,157.923631681994,-14947.256368318,-15095.7114201264,15640.6089398321
"20","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,2024-01-20,7,18.8052631578947,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.46977443609023,0.0820654911838791,0.690417306953515,"GH",20,5.98486893279278,1,1,41.8940825295495,1520,5.8217840118689,5.08953947368421,7736.1,19734.8883019593,0,13247.3,8849.11169804072,-4398.18830195928,3357.91169804072,24988.8,5350.4,-9748.58830195927,-268.689580834791,-5.80590432453589,0.0820654911838791,-8824.97457329455,8849.11169804072,92.5504143451695,-121.222410330777,84.4444444444444,144.807769921502,-7611.2922300785,-7758.75940058251,8300.03094686429
"21","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,2024-01-21,7,18.5909090909091,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.2656277056277,0.071481662591687,0.690952637690776,"GH",20,6.00207514087566,1,1,42.0145259861296,1760,5.74547141747602,5.08073863636364,8942.1,22607.9703052422,0,14989.3,10112.0296947578,-4877.2703052422,4084.8296947578,28934.4,6195.2,-11072.4703052422,-264.320790551277,-5.88738382318301,0.071481662591687,-10361.7955288021,10112.0296947578,97.5126041814292,-116.429659080101,97.7777777777778,151.023832278309,-8811.07616772169,-8958.96729919287,9501.79497493366
"22","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,2024-01-22,7,18.7843137254902,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.44982259570495,0.0810417536534446,0.684594306092267,"GH",20,5.10129455352133,1,1,35.7090618746493,816,5.9246795051688,5.18526960784314,4231.18,10493.4615237823,0,6948.78,4834.53847621774,-2114.24152378226,2136.93847621774,13415.04,2872.32,-4986.56152378226,-218.217443620694,-5.6121784824723,0.0810417536534446,-4579.53764169739,4834.53847621774,93.5147895460514,-92.5215458219284,45.3333333333333,127.85150316042,-4123.32849683958,-4249.02439463835,4710.38547405881
"23","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1,2024-01-23,7,18.8,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.4647619047619,0.0818085106382978,0.690791188738269,"GH",20,6.12673210235196,1,1,42.8871247164637,560,5.81312565172054,5.08339285714286,2846.7,7272.6496350365,0,4897.1,3255.3503649635,-1641.7496350365,1224.9503649635,9206.4,1971.2,-3612.9496350365,-276.694681414486,-5.82029699836139,0.0818085106382978,-3259.36631908238,3255.3503649635,93.8117840601207,-125.732002412534,31.1111111111111,148.094630486959,-2718.60536951304,-2869.56804851499,3423.6696998517
"24","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-01-24,5,18.1666666666667,16.44,3.52,0.05,295.92,0,18,16.44,0,0,0.861587301587296,0.0497981651376143,1,"0",0,0,0,0,0,6,0,0,0,109,0,0,0,0,0,98.64,21.12,-21.12,0,0,0.0497981651376143,0,0,0,0,0.333333333333333,0,0,0,0
"25","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-01-25,7,18.3461538461538,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.03252747252747,0.0590943396226413,1,"0",0,0,0,0,0,13,0,0,0,238.5,0,0,0,0,0,213.72,45.76,-45.76,0,0,0.0590943396226413,0,0,0,0,0.722222222222222,0,0,0,0
"26","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-01-26,5,19.375,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.01238095238095,0.109058064516129,1,"0",0,0,0,0,0,8,0,0,0,155,0,12,0,-12,-12,131.52,28.16,-40.16,0,0,0.109058064516129,0,0,0,0,0.444444444444444,0,0,0,0
"27","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-01-27,7,20.125,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.72666666666666,0.142260869565217,1,"0",0,0,0,0,0,16,0,0,0,322,0,36,0,-36,-36,263.04,56.32,-92.32,0,0,0.142260869565217,0,0,0,0,0.888888888888889,0,0,0,0
"28","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-01-28,7,20.2272727272727,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.82406926406926,0.146597752808989,1,"0",0,0,0,0,0,22,0,0,0,445,0,36,0,-36,-36,361.68,77.44,-113.44,0,0,0.146597752808989,0,0,0,0,1.22222222222222,0,0,0,0
"29","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-01-29,4,20.2857142857143,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.87972789115646,0.149056338028169,1,"0",0,0,0,0,0,7,0,0,0,142,0,9,0,-9,-9,115.08,24.64,-33.64,0,0,0.149056338028169,0,0,0,0,0.388888888888889,0,0,0,0
"30","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-01-30,7,20.2222222222222,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.81925925925925,0.146384615384615,1,"0",0,0,0,0,0,9,0,0,0,182,0,15,0,-15,-15,147.96,31.68,-46.68,0,0,0.146384615384615,0,0,0,0,0.5,0,0,0,0
"31","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-01-31,6,20.15,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.75047619047619,0.143325062034739,1,"0",0,0,0,0,0,10,0,0,0,201.5,0,21,0,-21,-21,164.4,35.2,-56.2,0,0,0.143325062034739,0,0,0,0,0.555555555555556,0,0,0,0
"32","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-02-01,7,20.2142857142857,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.8117006802721,0.146049469964664,1,"0",0,0,0,0,0,7,0,0,0,141.5,0,12,0,-12,-12,115.08,24.64,-36.64,0,0,0.146049469964664,0,0,0,0,0.388888888888889,0,0,0,0
"33","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-02-02,6,20.2857142857143,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.87972789115646,0.149056338028169,1,"0",0,0,0,0,0,7,0,0,0,142,0,9,0,-9,-9,115.08,24.64,-33.64,0,0,0.149056338028169,0,0,0,0,0.388888888888889,0,0,0,0
"34","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-02-03,5,20.125,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.72666666666666,0.142260869565217,1,"0",0,0,0,0,0,4,0,0,0,80.5,0,9,0,-9,-9,65.76,14.08,-23.08,0,0,0.142260869565217,0,0,0,0,0.222222222222222,0,0,0,0
"35","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-02-04,4,20.4285714285714,16.44,3.52,0.05,295.92,0,18,16.44,0,0,3.01578231292517,0.155006993006993,1,"0",0,0,0,0,0,7,0,0,0,143,0,3,0,-3,-3,115.08,24.64,-27.64,0,0,0.155006993006993,0,0,0,0,0.388888888888889,0,0,0,0
"36","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-02-05,5,20.3181818181818,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.91064935064935,0.15041610738255,1,"0",0,0,0,0,0,11,0,0,0,223.5,0,12,0,-12,-12,180.84,38.72,-50.72,0,0,0.15041610738255,0,0,0,0,0.611111111111111,0,0,0,0
"37","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",2,2024-02-06,3,20,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.60761904761905,0.1369,0.653487429034874,"0",0,2.84640648972049,0,1,8.53921946916147,6,6.93025141930251,5.69666666666667,34.18,78.4184914841849,0,52.18,41.5815085158151,-10.5984914841849,23.5815085158151,98.64,21.12,-31.7184914841849,-45.141860002364,-4.14309388637856,0.1369,-24.8585633182714,41.5815085158151,33.5612794384075,-15.0838074709156,0.333333333333333,28.7793165356771,-5.40068346432289,-35.4587359957712,145.785451537337
"38","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-02-07,6,20.1666666666667,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.7663492063492,0.144033057851239,1,"0",0,0,0,0,0,9,0,0,0,181.5,0,1.5,0,-1.5,-1.5,147.96,31.68,-33.18,0,0,0.144033057851239,0,0,0,0,0.5,0,0,0,0
"39","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-02-08,7,20.1666666666667,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.7663492063492,0.14403305785124,1,"0",0,0,0,0,0,15,0,0,0,302.5,0,2.5,0,-2.5,-2.5,246.6,52.8,-55.3,0,0,0.14403305785124,0,0,0,0,0.833333333333333,0,0,0,0
"40","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-02-09,5,20.1,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.70285714285714,0.141194029850746,1,"0",0,0,0,0,0,5,0,0,0,100.5,0,0.5,0,-0.5,-0.5,82.2,17.6,-18.1,0,0,0.141194029850746,0,0,0,0,0.277777777777778,0,0,0,0
"41","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-02-10,7,20.2631578947368,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.85824561403508,0.148109090909091,1,"0",0,0,0,0,0,304,0,0,0,6160,0,80,0,-80,-80,4997.76,1070.08,-1150.08,0,0,0.148109090909091,0,0,0,0,16.8888888888889,0,0,0,0
"42","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-02-11,7,20.234375,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.83083333333333,0.146897297297297,1,"0",0,0,0,0,0,32,0,0,0,647.5,0,7.5,0,-7.5,-7.5,526.08,112.64,-120.14,0,0,0.146897297297297,0,0,0,0,1.77777777777778,0,0,0,0
