"","PPG","Category","Manufacturer","Brand","Format","PPG_Description","Tesco_Week_No","Week_Ending","Base_Units","RSP_Unit","Net_Cost_Unit","COGS_Unit","VAT","BIP_Case","OID","No_Of_Units","STP_Unit","UNCR_Unit","OID_Unit","FM_Abs_Unit_1","FM%","Discount","Display","Display_Cost","Event_Multiplier_Tesco","Display_Flag","TPR_Flag","Event_Lift","Total_Sales","Promo_Price","Retro_Funding_Unit","Retro_Funding_Total","UNCR_Total","OID_Total","Total_Trade_Investment","Gross_Sales","Net_Revenue","NIS","BIP","COGS_Total","GM_Abs","Inc_GM_Abs","FM_Abs_Unit_2","FM%_2","FM_Total","Retailer_Revenue","Inc_NIS","Inc_Revenue","Units_Sale_in_Case","R_NIS_Inc","R_Net_Rev_Inc","R_GM_Inc","R_Trade_Inv_Inc"
"204","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",9,2024-07-22,7,20.24,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.83619047619048,0.147134387351779,0.589254214459506,"GH",10,0.239811603625744,1,1,1.67868122538021,560,8.31349469933959,6.75266071428571,3781.49,6678.84296836983,0,3837.89,4655.55703163017,817.667031630171,4609.15703163017,9206.4,1971.2,-1153.53296836983,-3.45788238724917,-1.76972528634325,0.147134387351779,-991.046160352219,4655.55703163017,13.8166167389763,2.45107552608917,31.1111111111111,7.57671881263447,-3783.91328118737,-3789.8222391007,3811.51080053262
"205","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",9,2024-07-23,7,20.2,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.79809523809524,0.145445544554455,0.5900963631707,"GH",10,0.709753273898104,1,1,4.96827291728673,304,8.28005346395185,6.73881578947368,2048.6,3623.66374695864,0,2084.2,2517.13625304136,432.936253041363,2491.53625304136,4997.76,1070.08,-637.143746958637,-10.4128421790565,-1.81541900676265,0.145445544554455,-551.887378055846,2517.13625304136,40.7191845013929,7.07547848979275,16.8888888888889,22.45685920964,-2036.14314079036,-2053.63146145921,2117.82154755055
"206","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-07-24,5,20.25,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.84571428571428,0.147555555555555,1,"0",0,0,0,0,0,12,0,0,0,243,0,21.5,0,-21.5,-21.5,197.28,42.24,-63.74,0,0,0.147555555555555,0,0,0,0,0.666666666666667,0,0,0,0
"207","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-07-25,6,20.104347826087,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.70699792960663,0.141379757785467,1,"0",0,0,0,0,0,23,0,0,0,462.4,0,64.4,0,-64.4,-64.4,378.12,80.96,-145.36,0,0,0.141379757785467,0,0,0,0,1.27777777777778,0,0,0,0
"208","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-07-26,7,19.39375,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.03023809523809,0.109919432806961,1,"0",0,0,0,0,0,16,0,0,0,310.3,0,24.3,0,-24.3,-24.3,263.04,56.32,-80.62,0,0,0.109919432806961,0,0,0,0,0.888888888888889,0,0,0,0
"209","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",10,2024-07-27,7,19.2777777777778,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.91978835978836,0.104564841498559,0.832757554016678,"0",0,20.3126426546304,0,1,142.188498582413,468,3.22406270867848,2.74946581196581,1286.75,7513.13865233847,0,6467.75,1508.86134766153,-4958.88865233847,-3672.13865233847,7693.92,1647.36,-6606.24865233847,-2007.12089132072,-10.6199982750071,0.104564841498559,-4970.15919270331,1508.86134766153,-1115.67496060353,-1506.61737631063,26,54.9252743497823,-1231.82472565022,-1732.32824066031,3569.40364234509
"210","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",10,2024-07-28,7,19.5673031026253,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.19552676440505,0.117814043689853,0.834538264550633,"0",0,20.0865183916018,0,1,140.605628741213,419,3.23763992942416,2.72019093078759,1139.76,6842.12886957128,0,5936.21,1356.57113042872,-4579.63886957128,-3439.87886957128,6888.36,1474.88,-6054.51886957128,-2031.74088873891,-10.6363424697608,0.117814043689853,-4456.62749482979,1356.57113042872,-1154.33491945031,-1536.80907556985,23.2777777777778,15.5139789053646,-1124.24602109464,-1619.1778342637,3435.80255760017
"211","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",10,2024-07-29,7,19.5120879120879,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.14294086865515,0.115317639107907,0.817718777572792,"0",0,24.9045794051868,0,1,174.332055836307,91,3.55668723672253,2.9967032967033,272.7,1451.94146145825,0,1234.3,323.65853854175,-910.64146145825,-637.94146145825,1496.04,320.32,-1230.96146145825,-2358.19826627783,-10.0559755254657,0.115317639107907,-915.093772817381,323.65853854175,-1222.1279832883,-1744.54942973402,5.05555555555556,84.481196520439,-188.218803479561,-801.867640023363,3054.23780142846
"212","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",10,2024-07-30,6,18.8024691358025,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.46711346266902,0.0819290873276427,0.801327686161425,"0",0,26.6275997404349,0,1,159.765598442609,81,3.73553004908827,3.26617283950617,264.56,1220.42206602385,0,997.81,302.57793397615,-695.23206602385,-430.67206602385,1331.64,285.12,-980.35206602385,-1933.66091991048,-9.61617949469548,0.0819290873276427,-778.910539070334,302.57793397615,-849.463955071796,-1371.2860133925,4.5,219.367898509262,-45.192101490738,-607.567008008723,2671.73853988724
"213","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",10,2024-07-31,7,19.01775,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.67214285714286,0.0923216468825176,0.835707116788321,"0",0,24.296415402384,0,1,170.074907816688,400,3.12448097969891,2.700975,1080.39,6357.30760812044,0,5462.49,1249.79239187956,-4212.69760812044,-3132.30760812044,6576,1408,-5620.69760812044,-2389.8490689164,-10.7633288288582,0.0923216468825176,-4305.33153154327,1249.79239187956,-1331.81731926148,-1791.18539340166,22.2222222222222,92.985220972819,-987.404779027181,-1586.06845454192,3783.43626353353
"214","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",10,2024-08-01,6,19.4583333333333,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.09174603174603,0.112873661670235,0.77815794809408,"0",0,14.7884779720085,0,1,88.7308678320508,24,4.31667659333604,3.64708333333333,87.53,363.399761759935,0,293.28,103.600238240065,-189.679761759935,-102.149761759935,394.56,84.48,-274.159761759935,-1013.60139939947,-8.68179610158473,0.112873661670235,-208.363106438034,103.600238240065,-377.659875408179,-701.268744630654,1.33333333333333,115.203124203934,27.673124203934,-284.659530564885,1431.06234295498
"215","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",10,2024-08-02,6,19.1333333333333,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.78222222222222,0.0978048780487804,0.752412814274128,"0",0,10.2593427161663,0,1,61.5560562969976,30,4.73716815355501,4.07033333333333,122.11,431.88495539335,0,331.61,142.11504460665,-189.49495539335,-67.3849553933496,493.2,105.6,-295.09495539335,-605.496056238434,-7.85807794899523,0.0978048780487804,-235.742338469857,142.11504460665,-138.26507025879,-388.818738073003,1.66666666666667,125.81041125533,3.70041125532998,-212.976906910102,1008.28115426731
"216","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",10,2024-08-03,7,19.4392857142857,16.44,3.52,0.05,295.92,0,18,16.44,0,0,2.07360544217687,0.112004409333088,0.724637208898158,"0",0,7.20723955394581,0,1,50.4506768776207,56,5.35285597131188,4.52696428571429,253.51,788.840065606535,0,585.36,299.759934393465,-285.600065606535,-32.0900656065347,920.64,197.12,-482.720065606535,-434.884893790342,-6.81507764636964,0.112004409333088,-381.6443481967,299.759934393465,-28.9100987660166,-257.298511181117,3.11111111111111,118.739212546006,-134.770787453994,-312.357170063219,964.179915322078
"217","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",10,2024-08-04,5,18.9825,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.63857142857142,0.090636112208613,0.68477798053528,"0",0,3.83477948780193,0,1,19.1738974390097,40,5.98370198448905,5.18225,207.29,519.951920620438,0,347.84,239.348079379562,-108.491920620438,98.798079379562,657.6,140.8,-249.291920620438,-119.49744295875,-5.55898620524853,0.090636112208613,-222.359448209941,239.348079379562,47.3586060298714,-52.0053239734364,2.22222222222222,65.9812539175096,-141.30874608249,-208.800865067804,456.527619979809
"218","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",10,2024-08-05,7,18.9806451612903,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.63680491551459,0.0905472467709041,0.71207126599168,"0",0,17.9191716130477,0,1,125.434201291334,31,5.46507313195146,4.73354838709677,146.74,418.982732909505,0,297.14,169.417267090495,-127.722732909505,19.0172670904953,509.64,109.12,-236.842732909505,-958.328355940661,-6.50162005866374,0.0905472467709041,-201.550221818576,169.417267090495,76.9488938142015,-516.799967395165,1.72222222222222,366.823286733917,220.083286733917,-221.445101811579,1842.05498249562
"219","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-08-06,5,17.98,16.44,3.52,0.05,295.92,0,18,16.44,0,0,0.683809523809522,0.0399332591768631,1,"0",0,0,0,0,0,25,0,0,0,449.5,0,21,0,-21,-21,411,88,-109,0,0,0.0399332591768631,0,0,0,0,1.38888888888889,0,0,0,0
"220","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-08-08,5,18.7857142857143,16.44,3.52,0.05,295.92,0,18,16.44,0,0,1.45115646258503,0.0811102661596957,1,"0",0,0,0,0,0,7,0,0,0,131.5,0,9,0,-9,-9,115.08,24.64,-33.64,0,0,0.0811102661596957,0,0,0,0,0.388888888888889,0,0,0,0
"221","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-08-09,5,18.0333333333333,16.44,3.52,0.05,295.92,0,18,16.44,0,0,0.734603174603173,0.0427726432532346,1,"0",0,0,0,0,0,15,0,0,0,270.5,0,12,0,-12,-12,246.6,52.8,-64.8,0,0,0.0427726432532346,0,0,0,0,0.833333333333333,0,0,0,0
"222","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-08-10,6,18,16.44,3.52,0.05,295.92,0,18,16.44,0,0,0.702857142857141,0.0409999999999999,1,"0",0,0,0,0,0,112,0,0,0,2016,0,0,0,0,0,1841.28,394.24,-394.24,0,0,0.0409999999999999,0,0,0,0,6.22222222222222,0,0,0,0
"223","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-08-11,4,18.125,16.44,3.52,0.05,295.92,0,18,16.44,0,0,0.821904761904761,0.0476137931034483,1,"0",0,0,0,0,0,8,0,0,0,145,0,9,0,-9,-9,131.52,28.16,-37.16,0,0,0.0476137931034483,0,0,0,0,0.444444444444444,0,0,0,0
"224","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-08-12,3,17.3888888888889,16.44,3.52,0.05,295.92,0,18,16.44,0,0,0.120846560846559,0.00729712460063885,1,"0",0,0,0,0,0,18,0,0,0,313,0,0,0,0,0,295.92,63.36,-63.36,0,0,0.00729712460063885,0,0,0,0,1,0,0,0,0
"225","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,2024-08-13,4,17.3333333333333,16.44,3.52,0.05,295.92,0,18,16.44,0,0,0.0679365079365049,0.00411538461538443,1,"0",0,0,0,0,0,9,0,0,0,156,0,3,0,-3,-3,147.96,31.68,-34.68,0,0,0.00411538461538443,0,0,0,0,0.5,0,0,0,0
"226","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",11,2024-08-14,7,16.9086956521739,16.44,3.52,0.05,295.92,0,18,16.44,0,0,-0.336480331262941,-0.0208948315762407,0.729726178197398,"GH",10.7692307692308,8.19348793040002,1,1,57.3544155128001,2944,4.56997779561009,4.44330163043478,13081.08,36325.1853697239,0,23823.0492307692,13454.0146302761,-10369.0346004931,2722.8146302761,48399.36,10362.88,-20731.9146004931,-403.894987898292,-7.64433856422228,-0.0208948315762407,-22504.9327330704,13454.0146302761,53.0453266539357,-202.007445293235,163.555555555556,235.226640189866,-12856.6225905794,-13058.5101331844,13799.5291816098
"227","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",11,2024-08-15,7,16.8730569948187,16.44,3.52,0.05,295.92,0,18,16.44,0,0,-0.370421909696521,-0.0230511285122064,0.730214203320601,"GH",10.7692307692308,8.18934828287161,1,1,57.3254379801013,3088,4.55211112376406,4.43527849740933,13696.14,38047.0808498166,0,24926.9092307692,14056.9191501834,-10869.9900805858,2836.91915018343,50766.72,10869.76,-21739.7500805858,-403.575354581452,-7.66937757519633,-0.0230511285122064,-23683.0379522063,14056.9191501834,52.664388859586,-201.789812891495,171.555555555556,236.12658200554,-13470.7826487637,-13672.5681904536,14413.2128491566
