"","PPG","Week End Date","SECTOR 2","TRADING COMPANY","PRODUCT RANGE","FORMAT","PPG_Description","Inc_GM_Abs","Trade_Investment","Units","Gross_Sales","Net_Cost_Total","GM_Abs","FM_Total","Retailer_Revenue","Net_Revenue","Base_Units","Total_Inc_Unit_Sales","No_Of_Units","ACV_D","ACV_D_Any_Promo","ACV_D_Multibuy_Display","ACV_D_Multibuy_Only","ACV_D_Feature_Display","ACV_D_Display_Only","ACV_D_Feature_Only","ACV_D_Unsupported","ACV_D_Total_Multibuy","ACV_D_Multibuy_Feature_Display","ACV_D_Multibuy_Feature","Total Regular Price Elasticiy_Betas","Regular Price Elasticity_Betas","Reg Price Ratio Rest of Brand_Betas","Reg Price Ratio Rest of Manufacturer_Betas","Reg Price Ratio Rest of Category_Betas","Promoted Price Elasticity_Betas","Display Only_Betas","Feature Only_Betas","Feature and Display_Betas","Multi Buy_Betas","Total Multibuy Effect_Betas","Flag_Display_HEA","Flag_TPR_HEA","Display_Num","Inc_Revenue","NIS","Inc_NIS","Display_Cost","Retro_Fund_Total","VAT","R_GM_Inc","R_Net_Revenue_Inc","R_NIS_Inc","R_Total_Trade_Inv_Inc","Value","Units_Sale_in_Case"
"215","D77",2024-08-02,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",-149.19136177849,331.61,30,364.5,493.2,-72.71,-136.007142857143,364.5,32.89,6,61.5560562969976,18,0.267667181143918,0.267667181143918,0,0,0,0,0.267667181143918,1,0,0,0,-3.13431148819517,-2.48470320591307,0.622856605790487,0.622856605790487,0.993956652466896,-2.36823491837036,1.5,1.73026249882998,2.59539374824496,0,0,0,1,0,67.4859563869417,155,318.039624201155,0,122.11,0.05,289.239441802135,505.916759967566,527.878038827061,506.064805555075,364.5,1.66666666666667
"216","D77",2024-08-03,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",-23.1802842153782,585.36,56,756.75,920.64,-25.73,-181.165714285714,756.75,171.39,7,50.4506768776207,18,0.33855694521296,0.325432280377667,0,0,0,0,0.325432280377667,1,0,0,0,-3.25317446093226,-2.71534942202987,0.614829195102019,0.614829195102019,0.981146483670885,-2.50469718574783,1.5,1.71337054855081,2.57005582282622,0,0,0,1,0,154.406098393847,424.9,382.794510808947,0,253.51,0.05,198.010325124186,375.596707733411,394.172684487414,453.812420134673,756.75,3.11111111111111
"217","D77",2024-08-04,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",62.3678948947386,347.84,40,618.75,657.6,130.11,-54.9142857142858,618.75,270.91,5,19.1738974390097,18,0.283118167066575,0.280737161851719,0,0,0,0,0.280737161851719,1,0,0,0,-3.37788379547765,-3.33359232168568,0.588307908161778,0.588307908161778,0.938823725364774,-2.65388719034436,1.5,1.69058644420011,2.53587966630017,0,0,0,1,0,129.860013880053,478.2,229.22394388336,0,207.29,0.05,174.018375263201,241.510494248515,249.273749890583,73.7083796488039,618.75,2.22222222222222
"218","D77",2024-08-05,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",128.428437064095,297.14,31,438,509.64,31.74,-82.1121428571429,438,140.86,7,125.434201291334,18,0.202968865110589,0.199130323619845,0,0,0,0,0.199130323619845,1,0,0,0,-3.36251466606646,-3.30536437730264,0.591178250859713,0.591178250859713,0.943404227831873,-2.65381199752876,1.5,1.65817780206695,2.48726670310043,0,0,0,1,0,569.956825609591,287.6,1163.70568681896,0,146.74,0.05,262.710726583829,704.239115129325,747.934572561922,1357.89915410021,438,1.72222222222222
"219","D77",2024-08-06,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,21,25,428.5,411,319.5,-2.90476190476195,428.5,407.5,5,0,18,0.25487133778169,0.250111546333168,0,0,0,0,0.250111546333168,1,0,0,0,-3.30844526626754,-3.2375789082004,0.589524534480939,0.589524534480939,0.940765221709606,-2.5426078294197,1.5,1.7527779549556,2.6291669324334,0,0,0,0,0,0,407.5,0,0,0,0.05,0,0,0,0,428.5,1.38888888888889
"220","D77",2024-08-08,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,9,7,122.5,115.08,88.86,1.58666666666665,122.5,113.5,5,0,18,0.117646195770306,0.100839596374548,0,0,0,0,0.100839596374548,1,0,0,0,-3.35478047519675,-3.10168633924269,0.597544891750974,0.597544891750974,0.953564134636916,-2.63853519735763,1.5,1.68447014386131,2.52670521579197,0,0,0,0,0,0,113.5,0,0,0,0.05,0,0,0,0,122.5,0.388888888888889
"221","D77",2024-08-09,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,12,15,258.5,246.6,193.7,-0.40952380952384,258.5,246.5,5,0,18,0.117646195770306,0.109803116052286,0,0,0,0,0.109803116052286,1,0,0,0,-3.31221774001445,-3.19410714323588,0.591927645330636,0.591927645330636,0.944600114032279,-2.53978168004032,1.5,1.76037340626725,2.64056010940088,0,0,0,0,0,0,246.5,0,0,0,0.05,0,0,0,0,258.5,0.833333333333333
"222","D77",2024-08-10,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,112,2016,1841.28,1621.76,78.7199999999997,2016,2016,6,0,18,1.79250417726529,1.79250417726529,0,0,1.34452795166064,1.79250417726529,1.34452795166064,1,0,0,0,-3.09730422434943,-2.84421008839537,0.608963545487369,0.608963545487369,0.971786060418857,-2.27154044242418,1.5,1.7886645015273,2.68299675229095,0,0,0,0,0,0,2016,0,0,0,0.05,0,0,0,0,2016,6.22222222222222
"223","D77",2024-08-11,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,9,8,136,131.52,98.84,-1.99619047619049,136,127,4,0,18,0.165266300067439,0.165266300067439,0,0,0,0,0.165266300067439,1,0,0,0,-3.31470564518314,-3.31470564518314,0.585451573989343,0.585451573989343,0.934265577749471,-2.58690763967495,1.5,1.70478307103769,2.55717460655654,0,0,0,0,0,0,127,0,0,0,0.05,0,0,0,0,136,0.444444444444444
"224","D77",2024-08-12,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,18,313,295.92,249.64,2.17523809523806,313,313,3,0,18,1.36510965651781,1.35452741111845,0,0,1.35452741111845,1.35452741111845,1.35452741111845,1,0,0,0,-3.03418183508788,-2.83733084045694,0.592552144902527,0.592552144902527,0.945596692535538,-2.22551473589624,1.5,1.84697356127234,2.77046034190851,0,0,0,0,0,0,313,0,0,0,0.05,0,0,0,0,313,1
"225","D77",2024-08-13,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,3,9,153,147.96,118.32,-2.2457142857143,153,150,4,0,18,0.325727094200167,0.325727094200167,0,0,0,0,0.325727094200167,1,0,0,0,-3.19912532045516,-3.19912532045516,0.585627182631972,0.585627182631972,0.934545814608082,-2.39225706770023,1.5,1.81996083991299,2.72994125986949,0,0,0,0,0,0,150,0,0,0,0.05,0,0,0,0,153,0.5
"226","D77",2024-08-14,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",92.2042363843753,23952.28,2944,39048,48399.36,4732.84,-10224.5485714286,39048,15095.72,7,57.3544155128001,18,14.0999561973591,14.0999561973591,0,0,14.0999561973591,14.0999561973591,14.0999561973591,1,0,0,0,-3.25949355826492,-3.08617909560072,0.608004553844602,0.608004553844602,0.970255698351365,-2.48982042245503,1.5,1.68502045429573,2.5275306814436,0,0,1,1,1,294.091778989432,28316.8,551.662198774748,140,13081.08,0.05,-284.528669224575,-82.6411266195184,638.91760257727,1025.54771764995,39048,163.555555555556
"227","D77",2024-08-15,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",92.0418568811982,25056.14,3088,40884,50766.72,4958.1,-10795.0971428571,40884,15827.86,7,57.3254379801013,18,14.8980985837653,14.8980985837653,0,0,14.8980985837653,14.8980985837653,14.8980985837653,1,0,0,0,-3.26812552450257,-3.10289308341338,0.606735486333719,0.606735486333719,0.968230516177579,-2.49361746668138,1.5,1.69596575700547,2.54394863550821,0,0,1,1,1,293.827398571155,29664,550.680632202631,140,13696.14,0.05,-284.689071360606,-82.9035296706493,638.645492052685,1025.33373006351,40884,171.555555555556
"228","D77",2024-08-16,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",90.2463172084077,35194.42,4400,57612,72336,6929.58,-15993.4285714286,57612,22417.58,7,57.3027219134484,18,15.2379080611593,15.2379080611593,0,0,15.2379080611593,15.2379080611593,15.2379080611593,1,0,0,0,-3.31062991324442,-3.19466678186184,0.607580759314163,0.607580759314163,0.969579405623805,-2.54572172431004,1.5,1.66224572938172,2.49336859407259,0,0,1,1,1,291.951898343746,41857.6,545.12600290099,140,19300.02,0.05,-284.907915535766,-83.2023344004277,638.339077440578,1025.25908265752,57612,244.444444444444
"229","D77",2024-08-17,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",94.8223150833197,38955.4,4832,63960,79438.08,7995.96000000001,-16905.0742857143,63960,25004.6,7,57.3016156262163,18,15.5679769746068,15.5679769746068,0,0,15.5679769746068,15.5679769746068,15.5679769746068,1,0,0,0,-3.29217740704013,-3.12791763668583,0.60804840990366,0.60804840990366,0.970325683996931,-2.51889069365775,1.5,1.68496651392527,2.5274497708879,0,0,1,1,1,296.524002087601,46571.2,552.277525176251,140,21426.6,0.05,-284.919268044893,-83.2175810406116,638.323460194171,1025.25614193561,63960,268.444444444444
"230","D77",2024-08-18,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",112.295846004853,46062.38,5984,78865.6,98376.96,11739.54,-21262.2247619048,78865.6,32803.22,7,57.2406024846835,18,14.4173735445021,14.4173735445021,0,0,14.4173735445021,14.4173735445021,14.4173735445021,1,0,0,0,-3.31815356110345,-3.17604188048753,0.604035620910965,0.604035620910965,0.963922061915774,-2.56118329564376,1.5,1.6774885025717,2.51623275385755,0,0,1,1,1,313.782766750939,59363.2,567.845142616772,140,26419.98,0.05,-285.070932709786,-83.5840119636999,637.936589868669,1024.6195168119,78865.6,332.444444444444
"231","D77",2024-08-19,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",99.6660761473962,23292.15,2944,38811.2,48399.36,5156.17,-10450.0723809524,38811.2,15519.05,7,56.9059841273532,18,13.3416450184022,13.3416450184022,0,0,13.3416450184022,13.3416450184022,13.3416450184022,1,0,0,0,-3.29762131355461,-3.1628211759269,0.606085324173,0.606085324173,0.967192985229329,-2.53580666423348,1.5,1.67223179445873,2.5083476916881,0,0,1,1,1,299.975140275679,28660.8,553.998311778955,140,13001.75,0.05,-286.860630456112,-86.5515663278292,634.856938354834,1022.08594538152,38811.2,163.555555555556
"232","D77",2024-08-20,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",145.389145692391,23176.06,3664,47556,60236.16,11482.66,-13717.2914285714,47556,24379.94,7,46.3921974365627,18,14.6504179355503,14.6504179355503,0,0,14.6504179355503,14.6504179355503,14.6504179355503,1,0,0,0,-3.33181898760618,-3.25445396788223,0.598737309300531,0.598737309300531,0.955466998546333,-2.5758699190269,1.5,1.6878398027482,2.5317597041223,0,0,1,1,1,308.689680669092,40451.2,512.177963140252,140,15931.26,0.05,-349.281934104607,-185.981399127906,531.904987013343,948.669124984997,47556,203.555555555556
"233","D77",2024-08-21,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",125.041926307335,24265.76,3600,46656,59184,9718.24,-13543.7142857143,46656,22390.24,7,46.3202117571089,18,15.8745666568307,15.8745666568307,0,0,15.8745666568307,15.8745666568307,15.8745666568307,1,0,0,0,-3.31120114042765,-3.24033478236051,0.600521899540971,0.600521899540971,0.958314853614293,-2.52602777713964,1.5,1.71750604981253,2.57625907471879,0,0,1,1,1,288.089071692358,38160,490.994244625354,140,15629.76,0.05,-349.814813943127,-186.767668558104,531.094602380527,948.271949844974,46656,200
"234","D77",2024-08-22,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",144.690310768134,26570.76,4128,53976,67864.32,12874.68,-15075.7257142857,53976,27405.24,7,46.3919571477393,18,14.9798751232504,14.9798751232504,0,0,14.9798751232504,14.9798751232504,14.9798751232504,1,0,0,0,-3.30323092186295,-3.19336059927824,0.599927363665657,0.599927363665657,0.957366091278139,-2.53031082027804,1.5,1.71486149648428,2.57229224472642,0,0,1,1,1,307.989999928176,45627.2,512.774977512434,140,18081.96,0.05,-349.401640570743,-186.1019514107,531.784354233792,948.785726919534,53976,229.333333333333
"235","D77",2024-08-23,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",112.184060478799,49381.78,7056,91308,116000.64,17089.1,-26676.88,91308,41926.22,7,46.3202117571089,18,15.8862282601639,15.8862282601639,0,0,15.8862282601639,15.8862282601639,15.8862282601639,1,0,0,0,-3.30018193548377,-3.23590405968591,0.604915250105816,0.604915250105816,0.965325777123733,-2.52095226567369,1.5,1.68395450321371,2.52593175482057,0,0,1,1,1,275.231205863823,72654.4,476.951132806929,140,30588.18,0.05,-349.814813943127,-186.767668558104,531.094602380527,948.271949844974,91308,392
"236","D77",2024-08-24,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",110.918208268058,42209.78,6112,78348,100481.28,14623.98,-23816.6171428572,78348,36138.22,7,46.3575640102333,18,15.6553227003741,15.6553227003741,0,0,15.6553227003741,15.6553227003741,15.6553227003741,1,0,0,0,-3.32765954227751,-3.30447028898329,0.603992594124566,0.603992594124566,0.963853399626287,-2.56651610183541,1.5,1.65176582899504,2.47764874349256,0,0,1,1,1,274.09683358408,62524.8,474.230598531911,140,26246.58,0.05,-349.542842952603,-186.364217636582,531.510566306846,948.482569964818,78348,339.555555555556
"237","D77",2024-08-25,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",80.405909465757,58386.71,7600,98427.2,124944,13288.49,-28657.8095238095,98427.2,40040.49,7,45.9860309139529,18,15.6314038893509,15.6314038893509,0,0,15.6314038893509,15.6314038893509,15.6314038893509,1,0,0,0,-3.259754509365,-3.19634776793651,0.612477657447114,0.612477657447114,0.977393892024767,-2.46219663624022,1.5,1.6694069987147,2.50411049807205,0,0,1,1,1,242.276738282871,73153.6,442.637330403545,140,32973.11,0.05,-351.411534884,-189.540706066886,528.209614289288,945.551054292271,98427.2,422.222222222222
"238","D77",2024-08-26,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",114.336818945121,21349.6,3008,39360,49451.52,7422.24,-10958.1257142857,39360,18010.4,7,46.3371100081545,18,14.0594847295725,14.0594847295725,0,0,14.0594847295725,14.0594847295725,14.0594847295725,1,0,0,0,-3.27331643086774,-3.16023181693082,0.6076999026919,0.6076999026919,0.969769535024052,-2.49109687627193,1.5,1.68713539031162,2.53070308546743,0,0,1,1,1,277.443446173825,31336,482.719308249843,140,13185.6,0.05,-349.656091548626,-186.549464319923,531.318467532809,948.331552853982,39360,167.111111111111
"239","D77",2024-08-27,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",111.261674767947,22729.94,3168,41484,52081.92,7602.7,-11512.0685714286,41484,18754.06,7,46.3620800064262,18,15.0115388672731,15.0115388672731,0,0,15.0115388672731,15.0115388672731,15.0115388672731,1,0,0,0,-3.24865196060021,-3.13233091831829,0.611018451276996,0.611018451276996,0.975065285943325,-2.47061829077304,1.5,1.66553209406695,2.49829814110043,0,0,0,1,0,274.456196390567,32651.2,477.833821561181,0,13897.14,0.05,350.594979464453,513.789501087074,531.665797889226,248.403094218573,41484,176
"240","D77",2024-08-28,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",30.0299889504861,1902.43,246,3176.35,4044.24,408,-936.734761904762,3176.35,1273.92,7,18.1063168672048,18,0.89731023495121,0.89731023495121,0,0,0,0,0.89731023495121,1,0,0,0,-3.27082006985024,-3.22040701024963,0.611702101158951,0.611702101158951,0.976156256709004,-2.46777018614623,1.5,1.67703584102916,2.51555376154374,0,0,0,1,0,93.764224323047,2338,172.08361315254,0,1064.08,0.05,126.452514090151,190.186749462712,198.597365613225,107.481099834136,3176.35,13.6666666666667
"241","D77",2024-08-29,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",-1216.28513679084,6923.86,602,4434.5,9896.88,-4608.4,-5471.87666666667,4434.5,-2489.36,6,158.884569991339,18,0.394061976294965,0.394061976294965,0,0,0,0,0.394061976294965,1,0,0,0,-3.24791376881683,-3.24791376881683,0.617892124314021,0.617892124314021,0.98603431634056,-2.47445932192616,1.5,1.59067294544928,2.38600941817392,0,0,0,1,0,-657.011450421327,-1003.8,-264.930782985558,0,1485.56,0.05,276.761641558071,836.035327927582,891.271658874681,1776.02700273002,4434.5,33.4444444444444
"242","D77",2024-08-30,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",-850.059424715063,1825.36,170,1396.75,2794.8,-1027.01,-1407.6119047619,1396.75,-428.61,6,140.709537591222,18,0.247814252555738,0.247814252555738,0,0,0,0,0.247814252555738,1,0,0,0,-3.27068348968467,-3.27068348968467,0.609416866357861,0.609416866357861,0.97250947137852,-2.4594693492831,1.5,1.68781127890988,2.53171691836482,0,0,0,1,0,-354.761852393962,39.2999999999999,32.5287342784412,0,467.91,0.05,604.618646251433,1099.91621857253,1149.06391366559,1213.34857942715,1396.75,9.44444444444444
"243","D77",2024-08-31,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",-639.048016797196,3092.79,304,2460.75,4997.76,-1702.12,-2552.34857142857,2460.75,-632.04,6,114.134489405181,18,0.335100350033295,0.335100350033295,0,0,0,0,0.335100350033295,1,0,0,0,-3.33867442838463,-3.33867442838463,0.601923068889058,0.601923068889058,0.960550844341238,-2.56035672423648,1.5,1.67989150661274,2.51983725991912,0,0,0,1,0,-237.294614090957,192.3,72.1975733967643,0,824.34,0.05,397.90339559382,799.656798300059,839.901852250795,1076.71420752112,2460.75,16.8888888888889
"244","D77",2024-09-01,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",-2233.17183564378,3120.95,249,2022.5,4093.56,-1974.93,-2083.95452380952,2022.5,-1098.45,7,281.559238593419,18,0.170594457220291,0.170116566512608,0,0,0,0,0.170116566512608,1,0,0,0,-3.36349819854586,-3.35638310235438,0.605983205341074,0.605983205341074,0.967030023656166,-2.56642228626983,1.5,1.68282568244355,2.52423852366533,0,0,0,1,0,-1242.08331579495,-420.9,-475.936881622371,0,677.55,0.05,379.548459191892,1370.63697904073,1466.96932396952,3258.19690343509,2022.5,13.8333333333333
"245","D77",2024-09-02,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",-1918.01232055179,2076.98,200,1625,3288,-1155.98,-1673.38095238095,1625,-451.98,7,331.841782825271,18,0.11899478621305,0.11780483835092,0,0,0,0,0.11780483835092,1,0,0,0,-3.37152694772513,-3.35381035820835,0.597404084691707,0.597404084691707,0.953339434261307,-2.63252154437839,1.5,1.6537804112399,2.48067061685985,0,0,0,1,0,-749.929245006831,92.3999999999999,153.310903665275,0,544.38,0.05,451.038578475894,1619.12165402085,1732.29865126731,3836.35725562661,1625,11.1111111111111
"246","D77",2024-09-03,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",-1033.69492346755,1096.61,103,826.75,1693.32,-632.42,-871.434047619048,826.75,-269.86,6,168.354222063119,18,0.285477762372586,0.285477762372586,0,0,0,0,0.285477762372586,1,0,0,0,-3.32928208610319,-3.32928208610319,0.596748887570301,0.596748887570301,0.952293868505971,-2.56251154487505,1.5,1.69373682629035,2.54060523943552,0,0,0,1,0,-441.088061805372,7.09999999999999,11.6049997732829,0,276.96,0.05,232.150390943708,824.757252605886,883.165916997031,1942.98615811179,826.75,5.72222222222222
"247","D77",2024-09-04,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",-1517.86872994157,636.57,59,499,969.96,-345.25,-474.956904761905,499,-137.57,6,259.389587448378,18,0.166797540544272,0.166797540544272,0,0,0,0,0.166797540544272,1,0,0,0,-3.35227376021573,-3.35227376021573,0.598752246925071,0.598752246925071,0.955490836057481,-2.58505742623057,1.5,1.68148362024106,2.5222254303616,0,0,0,1,0,-604.817382123277,29.6,130.134437092745,0,167.17,0.05,416.272833758226,1329.32418157652,1418.22969337172,2935.04063607482,499,3.27777777777778
"248","D77",2024-09-05,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",-1272.86672951992,384.58,35,305,575.4,-202.78,-273.19880952381,305,-79.58,6,219.697877173278,18,0.134663466799395,0.134663466799395,0,0,0,0,0.134663466799395,1,0,0,0,-3.3320774475092,-3.3320774475092,0.604179261334768,0.604179261334768,0.964151283783977,-2.56222931890775,1.5,1.6562277794597,2.48434166918955,0,0,0,1,0,-499.530201869985,22.6,141.862057831888,0,102.18,0.05,627.123235663527,1400.45976331347,1476.06855216651,2211.37333741523,305,1.94444444444444
"249","D77",2024-09-06,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",-2114.15416050763,899.42,75,609,1233,-554.42,-627.875,609,-290.42,6,285.995386238001,18,0.140930939033933,0.140930939033933,0,0,0,0,0.140930939033933,1,0,0,0,-3.35816102425511,-3.35816102425511,0.611267776823679,0.611267776823679,0.975463160483713,-2.60116548563924,1.5,1.59722558073738,2.39583837110608,0,0,0,1,0,-1107.45040094987,-86.4,-329.466684946177,0,204.02,0.05,498.151107377495,1504.85486693526,1602.67332132499,3196.90928281748,609,4.16666666666667
"250","D77",2024-09-07,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",-3701.54762320738,1665.41,124,1004.5,2038.56,-1097.39,-1040.35333333333,1004.5,-660.91,6,418.257780076103,18,0.134789827126705,0.134789827126705,0,0,0,0,0.134789827126705,1,0,0,0,-3.30012258097777,-3.30012258097777,0.604550208215031,0.604550208215031,0.964743242054824,-2.50037976811792,1.5,1.69721910942489,2.54582866413733,0,0,0,1,0,-2229.2802373395,-324.4,-1094.2163214249,0,336.51,0.05,190.698024943532,1662.96541081142,1805.09176713691,5213.19249363972,1004.5,6.88888888888889
"251","D77",2024-09-08,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",-3010.69723516156,1445,106,878.5,1742.64,-939.62,-870.463333333333,878.5,-566.5,6,339.641458171522,18,0.172948261816974,0.172948261816974,0,0,0,0,0.172948261816974,1,0,0,0,-3.29840662064663,-3.29840662064663,0.61240527972725,0.61240527972725,0.977278391417597,-2.57600967273632,1.5,1.54806671457324,2.32210007185986,0,0,0,1,0,-1815.1593023978,-272.2,-872.17363126687,0,294.3,0.05,260.019006613755,1455.55693937751,1571.34682786497,4128.14863296231,878.5,5.88888888888889
"252","D77",2024-09-10,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,136,48,872,789.12,567.04,41.3561904761904,872,736,4,0,18,3.03109808061883,3.03109808061883,0,0,2.6132665983163,3.03109808061883,2.6132665983163,1,0,0,0,-3.38172671624609,-3.38172671624609,0.616415992559411,0.616415992559411,0.983678700354838,-2.61834841607634,1.5,1.57545686509924,2.36318529764885,0,0,0,0,0,0,736,0,0,0,0.05,0,0,0,0,872,2.66666666666667
"253","D77",2024-09-11,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,4.3,4,71.5,65.76,53.12,2.33523809523809,71.5,67.2,6,0,18,0.213494004247377,0.152245568349339,0,0,0,0,0.152245568349339,1,0,0,0,-3.29484049595654,-3.29484049595654,0.608156185764075,0.608156185764075,0.970497673075059,-2.52013999603132,1.5,1.64333603914251,2.46500405871377,0,0,0,0,0,0,67.2,0,0,0,0.05,0,0,0,0,71.5,0.222222222222222
"254","D77",2024-09-12,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,-203.8,82,1401,1348.08,1316.16,-13.7942857142859,1401,1604.8,5,0,18,3.83217885476834,3.8242925829019,0,0,3.8242925829019,3.8242925829019,3.8242925829019,1,0,0,0,-3.15140679482324,-3.15140679482324,0.586020803857198,0.586020803857198,0.935173956674375,-2.39260177879277,1.5,1.75573227176789,2.63359840765183,0,0,0,0,0,0,1604.8,0,0,0,0.05,0,0,0,0,1401,4.55555555555556
"255","D77",2024-09-13,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0,1,20.5,16.44,16.98,3.08380952380952,20.5,20.5,1,0,18,0.244993743592153,0,0,0,0,0,0,1,0,0,0,-3.03418183508788,-1.26252288340943,0.665955181098205,0.665955181098205,1.06273350293408,-2.22551473589624,1.5,1.84697356127234,2.77046034190851,0,0,0,0,0,0,20.5,0,0,0,0.05,0,0,0,0,20.5,0.0555555555555556
"256","D77",2024-09-14,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,4.7,12,214.5,197.28,167.56,7.00571428571426,214.5,209.8,6,0,18,0.244993743592153,0.183745307694115,0,0,0,0,0.183745307694115,1,0,0,0,-3.24477566940289,-3.24477566940289,0.607940466055821,0.607940466055821,0.970153426843912,-2.44877990479426,1.5,1.67720159500118,2.51580239250177,0,0,0,0,0,0,209.8,0,0,0,0.05,0,0,0,0,214.5,0.666666666666667
"257","D77",2024-09-15,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,-16.4,14,252,230.16,219.12,9.83999999999997,252,268.4,6,0,18,0.261781615648951,0.19178340319405,0,0,0,0,0.19178340319405,1,0,0,0,-3.16291996051154,-2.90982582455747,0.608256459109589,0.608256459109589,0.97065768961484,-2.40901211336296,1.5,1.68991934517144,2.53487901775716,0,0,0,0,0,0,268.4,0,0,0,0.05,0,0,0,0,252,0.777777777777778
"258","D77",2024-09-16,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,16.3,5,88.5,82.2,54.6,2.08571428571427,88.5,72.2,4,0,18,0.244993743592153,0.195994994873722,0,0,0,0,0.195994994873722,1,0,0,0,-3.15433741881663,-2.80000562848094,0.600410175821906,0.600410175821906,0.958136564530143,-2.39677895486518,1.5,1.76569622721153,2.6485443408173,0,0,0,0,0,0,72.2,0,0,0,0.05,0,0,0,0,88.5,0.277777777777778
"259","D77",2024-09-17,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,0.300000000000004,7,146.2,115.08,121.26,24.1580952380952,146.2,145.9,5,0,18,0.289761402410282,0,0,0,0,0,0,1,0,0,0,-3.44060589214586,-3.18751175619179,0.610442766343972,0.610442766343972,0.974146606003859,-2.76086678233544,1.5,1.55644354706785,2.33466532060177,0,0,0,0,0,0,145.9,0,0,0,0.05,0,0,0,0,146.2,0.388888888888889
"260","D77",2024-09-18,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",0,-0.449999999999989,10,210.85,164.4,176.1,36.4095238095238,210.85,211.3,5,0,18,0.290921105755614,0.145595411922081,0,0,0,0,0.145595411922081,1,0,0,0,-3.12255318005406,-3.12255318005406,0.620221871517449,0.620221871517449,0.98975213471141,-2.28995072503536,1.5,1.66738097617924,2.50107146426886,0,0,0,0,0,0,211.3,0,0,0,0.05,0,0,0,0,210.85,0.555555555555556
