"","PPG","SECTOR 2","TRADING COMPANY","PRODUCT RANGE","FORMAT","PPG_Description","LY_Investment","LY_Any_Promo_Weeks","LY_Display_Weeks","PPG_Parent","LSM_Promo_Price_Min","Min_Total_Weeks","Max_Total_Weeks","Non_LSM_Min_Total_Weeks","Non_LSM_Max_Total_Weeks","Min_Display_Weeks","Max_Display_Weeks","Non_LSM_Min_Display_Weeks","Non_LSM_Max_Display_Weeks","MRRP Max","MRRP Min","Global_Floor_Price","Min_Investment","Max_Investment","RSP_Unit","LSM_Promo_Price_Max","Non_LSM_Min_Promo_Price","Non_LSM_Max_Promo_Price"
"1","D77","Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%",1208651,156,96,"D77",1,18,18,15,21,0,0,0,3,1.29,1.29,0,120865,12086510,13.5142857142857,13.5142857142857,4.45971428571429,12.1628571428571
