"","PPG","Week End Date","SECTOR 2","TRADING COMPANY","PRODUCT RANGE","FORMAT","PPG_Description","DISPLAY TYPE_HEA","RSP_Unit","Flag_Display_HEA","Flag_TPR_HEA","Base_Units","Retro_Fund_Total","Promo_Price","Flag_Modeled_Betas","Flag_PPG","VAT","Net_Cost_Unit","FM_Abs_Unit_2","Net_Cost_Total","COGS_Total","Units","FM_Abs_Unit_1","Flag_RB_Financial","Base Units","COGS_Unit","Gross_Sales","Retailer_Revenue","FM_Total","No_Of_Units","Display_Cost","Display_Num","OID_Total","UNCR_Total","Total_Inc_Unit_Sales","Inc_Unit_Discount","Inc_Unit_Display","ACV_D","NIS","ACV_D_Any_Promo","ACV_D_Multibuy_Display","ACV_D_Multibuy_Only","ACV_D_Feature_Display","ACV_D_Display_Only","ACV_D_Feature_Only","ACV_D_Unsupported","ACV_D_Total_Multibuy","ACV_D_Multibuy_Feature_Display","ACV_D_Multibuy_Feature","Total Regular Price Elasticiy_Betas","Regular Price Elasticity_Betas","Reg Price Ratio Rest of Brand_Betas","Reg Price Ratio Rest of Manufacturer_Betas","Reg Price Ratio Rest of Category_Betas","Promoted Price Elasticity_Betas","Display Only_Betas","Feature Only_Betas","Feature and Display_Betas","Multi Buy_Betas","Total Multibuy Effect_Betas","R_GM_Inc","R_Net_Revenue_Inc","R_NIS_Inc","R_Total_Trade_Inv_Inc","Value","Display_Type","Trade_Investment","Net_Revenue","GM_Abs","Inc_GM_Abs","Inc_Revenue","Inc_NIS","Key","Event_Number"
"1","D77",2023-12-31,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",19.3333333333333,0,0,5,0,19.5,1,1,0.05,16.44,8.52571428571427,246.6,52.8,15,5.66857142857142,1,5,3.52,292.5,292.5,31.9714285714285,18,0,0,0,-2.5,0,0,0,0.221436388207827,295,0.129736425234954,0,0,0,0,0.129736425234954,1,0,0,0,-3.21325164879408,-2.74080926167983,0.642171672383094,0.642171672383094,1.02477970026647,-2.43973628095793,1.5,1.58066123618277,2.37099185427415,0,0,0,0,0,0,292.5,"0",-2.5,295,242.2,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"2","D77",2024-01-01,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",18.82,0,0,7,0,19.5,1,1,0.05,16.44,10.6571428571428,411,88,25,5.41904761904761,1,7,3.52,487.5,487.5,53.2857142857142,18,0,0,0,-17,0,0,0,0.266969444534542,504.5,0.138750940011162,0,0,0,0,0.138750940011162,1,0,0,0,-3.19604280455561,-2.84171101421992,0.628929899066208,0.628929899066208,1.00364843416699,-2.44391899648679,1.5,1.59597036164069,2.39395554246104,0,0,0,0,0,0,487.5,"0",-17,504.5,416.5,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"3","D77",2024-01-02,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",17.875,0,0,7,0,19.5,1,1,0.05,16.44,10.6571428571428,197.28,42.24,12,5.41904761904761,1,7,3.52,234,234,25.5771428571428,18,0,0,0,-19.5,0,0,0,0.20758750829733,253.5,0.134382891615401,0,0,0,0,0.134382891615401,1,0,0,0,-3.25801910222063,-3.11038085624742,0.606993633320339,0.606993633320339,0.968642468001288,-2.49329166722335,1.5,1.67734965732712,2.51602448599068,0,0,0,0,0,0,234,"0",-19.5,253.5,211.26,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"4","D77",2024-01-03,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",17.5833333333333,0,0,5,0,17.5833333333333,1,1,0.05,16.44,2.33523809523809,197.28,42.24,12,2.33523809523809,1,5,3.52,211,211,3.67238095238093,18,0,0,0,0,0,0,0,0.419461289958818,211,0.39053068803782,0,0,0,0,0.39053068803782,1,0,0,0,-3.12106805537743,-2.82579156343102,0.598091600989098,0.598091600989098,0.954436575065655,-2.32372315594126,1.5,1.81991101283325,2.72986651924988,0,0,0,0,0,0,211,"0",0,211,168.76,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"5","D77",2024-01-04,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",17.7,0,0,7,0,17.7,1,1,0.05,16.44,5.41904761904761,246.6,52.8,15,5.41904761904761,1,7,3.52,265.5,265.5,6.25714285714282,18,0,0,0,0,0,0,0,0.189749273185364,265.5,0.183399925945746,0,0,0,0,0.183399925945746,1,0,0,0,-3.27216587877153,-3.15405528199297,0.603447934317623,0.603447934317623,0.962984229686675,-2.48269360705067,1.5,1.72215924998749,2.58323887498124,0,0,0,0,0,0,265.5,"0",0,265.5,212.7,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"6","D77",2024-01-05,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",17.875,0,0,7,0,17.875,1,1,0.05,16.44,5.41904761904761,197.28,42.24,12,5.41904761904761,1,7,3.52,214.5,214.5,7.00571428571426,18,0,0,0,0,0,0,0,0.223912196585513,214.5,0.213995964401093,0,0,0,0,0.213995964401093,1,0,0,0,-3.25801910222063,-3.11038085624742,0.606993633320339,0.606993633320339,0.968642468001288,-2.49329166722335,1.5,1.67734965732712,2.51602448599068,0,0,0,0,0,0,214.5,"0",0,214.5,172.26,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"7","D77",2024-01-06,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",18.2173913043478,0,0,7,0,18.2173913043478,1,1,0.05,16.44,5.41904761904761,378.12,80.96,23,5.41904761904761,1,7,3.52,419,419,20.927619047619,18,0,0,0,0,0,0,0,0.307402702902792,419,0.288870927557152,0,0,0,0,0.288870927557152,1,0,0,0,-3.15096649620062,-2.91988054598169,0.614318013365169,0.614318013365169,0.980330738147376,-2.36522443919734,1.5,1.69458724087698,2.54188086131546,0,0,0,0,0,0,419,"0",0,419,338.04,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"8","D77",2024-01-07,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",17.75,0,0,7,0,17.75,1,1,0.05,16.44,5.41904761904761,460.32,98.56,28,5.41904761904761,1,7,3.52,497,497,13.0133333333333,18,0,0,0,0,0,0,0,0.379438183044868,497,0.341261903853023,0,0,0,0,0.341261903853023,1,0,0,0,-3.35920955866836,-3.16938895670282,0.604753157694427,0.604753157694427,0.965067109512092,-2.61188868476468,1.5,1.66976596835997,2.50464895253995,0,0,0,0,0,0,497,"0",0,497,398.44,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"9","D77",2024-01-08,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",17.6086956521739,0,0,7,0,17.6086956521739,1,1,0.05,16.44,5.41904761904761,378.12,80.96,23,5.41904761904761,1,7,3.52,405,405,7.59428571428566,18,0,0,0,0,0,0,0,0.430724076259313,405,0.424546817810766,0,0,0,0,0.424546817810766,1,0,0,0,-3.3568973499369,-3.27986869986393,0.602808793599878,0.602808793599878,0.961964286793945,-2.55174973290404,1.5,1.73023569244968,2.59535353867452,0,0,0,0,0,0,405,"0",0,405,324.04,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"10","D77",2024-01-09,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",17.3181818181818,0,0,6,0,17.3181818181818,1,1,0.05,16.44,2.33523809523809,180.84,38.72,11,2.33523809523809,1,6,3.52,190.5,190.5,0.588571428571406,18,0,0,0,0,0,0,0,0.18682523869651,190.5,0.168397537007244,0,0,0,0,0.168397537007244,1,0,0,0,-3.41332170544229,-3.41332170544229,0.595502335307188,0.595502335307188,0.950304616239799,-2.65406056881999,1.5,1.68435521287902,2.52653281931853,0,0,0,0,0,0,190.5,"0",0,190.5,151.78,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"11","D77",2024-01-10,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",18.4,0,0,6,0,18.4,1,1,0.05,16.44,2.33523809523809,1315.2,281.6,80,2.33523809523809,1,6,3.52,1472,1472,86.7047619047617,18,0,0,0,0,0,0,0,1.97562774289126,1472,1.97562774289126,0,0,1.21406111112774,1.97562774289126,1.21406111112774,1,0,0,0,-3.2427087637828,-3.2427087637828,0.62073959881726,0.62073959881726,0.990578325666161,-2.4612149440043,1.5,1.58610364211843,2.37915546317765,0,0,0,0,0,0,1472,"0",0,1472,1190.4,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"12","D77",2024-01-11,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",19.1,0,0,5,0,19.1,1,1,0.05,16.44,2.5847619047619,82.2,17.6,5,2.5847619047619,1,5,3.52,95.5,95.5,8.75238095238094,18,0,0,0,0,0,0,0,0.123611217833756,95.5,0.0522143461059253,0,0,0,0,0.0522143461059253,1,0,0,0,-3.15433741881663,-3.15433741881663,0.636512384069038,0.636512384069038,1.01574858906738,-2.39677895486518,1.5,1.47181652286139,2.20772478429209,0,0,0,0,0,0,95.5,"0",0,95.5,77.9,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"13","D77",2024-01-12,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",17.7777777777778,0,0,6,0,17.7777777777778,1,1,0.05,16.44,2.33523809523809,147.96,31.68,9,2.33523809523809,1,6,3.52,160,160,4.42095238095236,18,0,0,0,0,0,0,0,0.335577527299919,160,0.335577527299919,0,0,0,0,0.335577527299919,1,0,0,0,-3.29731570375091,-3.29731570375091,0.607078081530856,0.607078081530856,0.968777230737771,-2.46385261118814,1.5,1.72925785808738,2.59388678713107,0,0,0,0,0,0,160,"0",0,160,128.32,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"14","D77",2024-01-13,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",18.3461538461538,0,0,5,0,18.3461538461538,1,1,0.05,16.44,2.5847619047619,213.72,45.76,13,2.5847619047619,1,5,3.52,238.5,238.5,13.4228571428571,18,0,0,0,0,0,0,0,0.387074166631607,238.5,0.387074166631607,0,0,0,0,0.387074166631607,1,0,0,0,-3.06817081392102,-3.06817081392102,0.617785610582122,0.617785610582122,0.985864341371335,-2.25029780864206,1.5,1.6648688345634,2.4973032518451,0,0,0,0,0,0,238.5,"0",0,238.5,192.74,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"15","D77",2024-01-14,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",18.5217391304348,0,0,7,0,18.5217391304348,1,1,0.05,16.44,5.41904761904761,378.12,80.96,23,5.41904761904761,1,7,3.52,426,426,27.5942857142857,18,0,0,0,0,0,0,0,0.346513568364757,426,0.253562627723742,0,0,0,0,0.253562627723742,1,0,0,0,-3.24163037824189,-2.77945847780403,0.622269367856155,0.622269367856155,0.993019536209343,-2.46770279054867,1.5,1.68764369064707,2.5314655359706,0,0,0,0,0,0,426,"0",0,426,345.04,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"16","D77",2024-01-15,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",18.75,0,0,5,0,18.75,1,1,0.05,16.44,2.5847619047619,65.76,14.08,4,2.5847619047619,1,5,3.52,75,75,5.66857142857142,18,0,0,0,0,0,0,0,0.133815520021758,75,0.133815520021758,0,0,0,0,0.133815520021758,1,0,0,0,-3.1446460162956,-3.1446460162956,0.629433148052295,0.629433148052295,1.00445152058033,-2.30605972232014,1.5,1.62248282990597,2.43372424485895,0,0,0,0,0,0,75,"0",0,75,60.92,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"17","D77",2024-01-17,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","GH",18.9021739130435,1,1,7,3795.42,15.3934782608696,1,1,0.05,16.44,-6.87465986394559,12099.84,2590.72,736,5.41904761904761,1,7,3.52,11329.6,11329.6,-1063.18476190476,18,140,1,0,2582.4,39.5981954121496,0.340267691340991,39.2579277208086,11.3070560595023,8747.2,11.3070560595023,0,0,11.3070560595023,11.3070560595023,11.3070560595023,1,0,0,0,-3.1928436286601,-2.61512875311278,0.631106971107765,0.631106971107765,1.00712261300445,-2.40485185076107,1.5,1.69107684080743,2.53661526121115,0,0,-344.312901853035,-204.927254002268,510.683141460802,855.921586578007,11329.6,"GH",6517.82,4811.78,2221.06,119.497238997431,258.882886848197,470.615944170048,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",1
"18","D77",2024-01-18,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","GH",18.3571428571429,1,1,7,4070.39,15.4979591836735,1,1,0.05,16.44,-6.89480347694635,12888.96,2759.68,784,5.41904761904761,1,7,3.52,12150.4,12150.4,-1054.51047619048,18,140,1,0,2241.6,39.4873605398176,0.341617764740926,39.1457427750766,11.6749375228821,9908.8,11.6749375228821,0,0,11.6749375228821,11.6749375228821,11.6749375228821,1,0,0,0,-3.20440789932863,-2.87900115310198,0.61830615650332,0.61830615650332,0.986695030291511,-2.41792306904568,1.5,1.69399397509571,2.54099096264356,0,0,-344.950588345856,-205.955079245698,509.618186535141,855.127286520299,12150.4,"GH",6451.99,5698.41,2938.73,148.013636529564,287.009145629722,499.071885353245,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",1
"19","D77",2024-01-19,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","GH",18.3548387096774,1,1,7,15085.18,15.1311827956989,1,1,0.05,16.44,-8.49703325774755,48925.44,10475.52,2976,5.41904761904761,1,7,3.52,45030.4,45030.4,-5042.38476190477,18,140,1,0,9593.6,42.1747306273774,0.305545905855533,41.8691847215219,13.6133291186788,35436.8,13.6133291186788,0,0,13.6133291186788,13.6133291186788,13.6133291186788,1,0,0,0,-3.23731557616044,-2.89441384357752,0.618773003613939,0.618773003613939,0.987440026470361,-2.44558910554272,1.5,1.70069162594294,2.5510374389144,0,0,-327.460760923064,-179.005709114696,537.467825645476,872.358280628781,45030.4,"GH",24818.78,20211.62,9736.1,137.976275154976,286.431326963345,502.196738674815,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",1
"20","D77",2024-01-20,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","GH",18.8052631578947,1,1,7,7736.1,15.1926315789474,1,1,0.05,16.44,-8.02914862914864,24988.8,5350.4,1520,5.41904761904761,1,7,3.52,23092.8,23092.8,-2486.45714285715,18,140,1,0,5491.2,41.8940825295495,0.315244125256984,41.5788384042925,12.9187270349628,17601.6,12.9187270349628,0,0,12.9187270349628,12.9187270349628,12.9187270349628,1,0,0,0,-3.18652784215566,-2.57110946946736,0.628290531972844,0.628290531972844,1.0026281300233,-2.40704228242431,1.5,1.70548954167777,2.55823431251666,0,0,-332.570119736622,-185.102949232608,531.276568414791,873.841666018401,23092.8,"GH",13367.3,9725.5,4375.1,120.5860529441,268.053223448114,485.133475692183,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",1
"21","D77",2024-01-21,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","GH",18.5909090909091,1,1,7,8942.1,15.1663636363636,1,1,0.05,16.44,-8.30165343915344,28934.4,6195.2,1760,5.41904761904761,1,7,3.52,26692.8,26692.8,-2923.08571428572,18,140,1,0,6027.2,42.0145259861296,0.326501259521588,41.688024726608,13.0305491352109,20665.6,13.0305491352109,0,0,13.0305491352109,13.0305491352109,13.0305491352109,1,0,0,0,-3.22086229401394,-2.70547059898021,0.623940018181787,0.623940018181787,0.995685565580583,-2.43007599510086,1.5,1.71665213184318,2.57497819776477,0,0,-331.260445517866,-183.36931404669,533.050552158663,874.088121258661,26692.8,"GH",15109.3,11583.5,5388.3,128.628903619922,276.520035091098,493.326925124409,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",1
"22","D77",2024-01-22,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","GH",18.7843137254902,1,1,7,4231.18,15.478431372549,1,1,0.05,16.44,-5.99801587301588,13415.04,2872.32,816,5.41904761904761,1,7,3.52,12630.4,12630.4,-1112.72761904762,18,140,1,0,2697.6,35.7090618746493,0.34409865678612,35.3649632178632,11.3929112107358,9932.8,11.3929112107358,0,0,11.3929112107358,11.3929112107358,11.3929112107358,1,0,0,0,-3.11284099940328,-2.73071848041381,0.627999090165575,0.627999090165575,1.00216304621356,-2.3074728341906,1.5,1.68701332255684,2.53051998383525,0,0,-387.696508618642,-262.000610819876,451.971924908131,849.057588039111,12630.4,"GH",7068.78,5561.62,2689.3,117.686740318008,243.382638116773,434.670306113378,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",1
"23","D77",2024-01-23,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","GH",18.8,1,1,7,2846.7,15.1742857142857,1,1,0.05,16.44,-8.5154761904762,9206.4,1971.2,560,5.41904761904761,1,7,3.52,8497.6,8497.6,-925.84761904762,18,140,1,0,2030.4,42.8871247164637,0.692732723016409,42.1943919934473,7.0659489503527,6467.2,7.0659489503527,0,0,7.0659489503527,7.0659489503527,7.0659489503527,1,0,0,0,-3.13617499666659,-2.62998672475846,0.628246827934815,0.628246827934815,1.0025583869734,-2.33573425210528,1.5,1.70951608376451,2.56427412564676,0,0,-321.038360066486,-170.075681064533,546.636505715482,875.140011403197,8497.6,"GH",5017.1,3480.5,1509.3,115.588459525998,266.55113852795,495.285023154133,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",1
"24","D77",2024-01-24,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",18.1666666666667,0,0,5,0,18.1666666666667,1,1,0.05,16.44,2.33523809523809,98.64,21.12,6,2.33523809523809,1,5,3.52,109,109,5.1695238095238,18,0,0,0,0,0,0,0,0.218085622100027,109,0.118770646374631,0,0,0,0,0.118770646374631,1,0,0,0,-3.30808392877427,-2.71753094488146,0.613237876016639,0.613237876016639,0.978607051357883,-2.56465175846041,1.5,1.72511735267682,2.58767602901523,0,0,0,0,0,0,109,"0",0,109,87.88,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"25","D77",2024-01-25,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",18.3461538461538,0,0,7,0,18.3461538461538,1,1,0.05,16.44,5.41904761904761,213.72,45.76,13,5.41904761904761,1,7,3.52,238.5,238.5,13.4228571428571,18,0,0,0,0,0,0,0,0.272472710038623,238.5,0.140351446670803,0,0,0,0,0.140351446670803,1,0,0,0,-3.20681187206958,-2.6616860407839,0.616808197487505,0.616808197487505,0.984304582289436,-2.44791036899083,1.5,1.72179483595485,2.58269225393227,0,0,0,0,0,0,238.5,"0",0,238.5,192.74,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"26","D77",2024-01-26,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",19.375,0,0,5,0,17.875,1,1,0.05,16.44,2.33523809523809,131.52,28.16,8,8.0495238095238,1,5,3.52,143,143,4.67047619047617,18,0,0,0,12,0,0,0,0.219162196379954,131,0.165940595288811,0,0,0,0,0.165940595288811,1,0,0,0,-3.29484049595654,-2.85192575803692,0.606876668281126,0.606876668281126,0.968455814800936,-2.52013999603132,1.5,1.76578591595507,2.6486788739326,0,0,0,0,0,0,143,"0",12,131,102.84,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"27","D77",2024-01-27,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",20.125,0,0,7,0,17.875,1,1,0.05,16.44,5.41904761904761,263.04,56.32,16,13.9904761904762,1,7,3.52,286,286,9.34095238095234,18,0,0,0,36,0,0,0,0.214583015844089,250,0.162634125475777,0,0,0,0,0.162634125475777,1,0,0,0,-3.31470564518314,-3.09324827622334,0.606735936660852,0.606735936660852,0.968231234811122,-2.58690763967495,1.5,1.64355813263141,2.46533719894712,0,0,0,0,0,0,286,"0",36,250,193.68,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"28","D77",2024-01-28,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",20.2272727272727,0,0,7,0,18.5909090909091,1,1,0.05,16.44,5.41904761904761,361.68,77.44,22,13.9904761904762,1,7,3.52,409,409,27.8438095238095,18,0,0,0,36,0,0,0,0.410686919061441,373,0.284570230333585,0,0,0,0,0.284570230333585,1,0,0,0,-3.26955757875903,-2.78637786466491,0.625691617399161,0.625691617399161,0.998480773463712,-2.43516299503032,1.5,1.75437144453169,2.63155716679754,0,0,0,0,0,0,409,"0",36,373,295.56,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"29","D77",2024-01-29,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",20.2857142857143,0,0,4,0,19,1,1,0.05,16.44,5.91809523809523,115.08,24.64,7,8.77523809523809,1,4,3.52,133,133,11.5866666666666,18,0,0,0,9,0,0,0,0.270864383754814,124,0.210039696793507,0,0,0,0,0.210039696793507,1,0,0,0,-3.2916580859352,-2.78546981402707,0.633136152841111,0.633136152841111,1.01036078799396,-2.59250949082968,1.5,1.53286512907054,2.29929769360581,0,0,0,0,0,0,133,"0",9,124,99.36,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"30","D77",2024-01-30,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",20.2222222222222,0,0,7,0,18.5555555555556,1,1,0.05,16.44,5.41904761904761,147.96,31.68,9,13.9904761904762,1,7,3.52,167,167,11.087619047619,18,0,0,0,15,0,0,0,0.129452260400036,152,0.0767151153087383,0,0,0,0,0.0767151153087383,1,0,0,0,-3.26587842252668,-2.87217643326481,0.623753675881216,0.623753675881216,0.995388199914768,-2.48740385601631,1.5,1.66596243049027,2.49894364573541,0,0,0,0,0,0,167,"0",15,152,120.32,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"31","D77",2024-01-31,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",20.15,0,0,6,0,18.05,1,1,0.05,16.44,2.33523809523809,164.4,35.2,10,10.9066666666667,1,6,3.52,180.5,180.5,7.50476190476188,18,0,0,0,21,0,0,0,0.272272926178191,159.5,0.272272926178191,0,0,0,0,0.272272926178191,1,0,0,0,-3.31518798936769,-3.31518798936769,0.614360854420075,0.614360854420075,0.980399104045926,-2.47223681822851,1.5,1.70021308658435,2.55031962987653,0,0,0,0,0,0,180.5,"0",21,159.5,124.3,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"32","D77",2024-02-01,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",20.2142857142857,0,0,7,0,18.5,1,1,0.05,16.44,5.41904761904761,115.08,24.64,7,13.9904761904762,1,7,3.52,129.5,129.5,8.25333333333332,18,0,0,0,12,0,0,0,0.152223209365529,117.5,0.101418099623185,0,0,0,0,0.101418099623185,1,0,0,0,-3.24625203056009,-2.99315789460603,0.623123214279374,0.623123214279374,0.994382107184194,-2.43989773392994,1.5,1.6723002031674,2.5084503047511,0,0,0,0,0,0,129.5,"0",12,117.5,92.86,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"33","D77",2024-02-02,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",20.2857142857143,0,0,6,0,19,1,1,0.05,16.44,5.66857142857142,115.08,24.64,7,11.3828571428571,1,6,3.52,133,133,11.5866666666666,18,0,0,0,9,0,0,0,0.257264276797526,124,0.0910132108491531,0,0,0,0,0.0910132108491531,1,0,0,0,-3.09730422434943,-2.84421008839537,0.634019684245065,0.634019684245065,1.01177073036024,-2.27154044242418,1.5,1.64872178517009,2.47308267775514,0,0,0,0,0,0,133,"0",9,124,99.36,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"34","D77",2024-02-03,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",20.125,0,0,5,0,17.875,1,1,0.05,16.44,2.5847619047619,65.76,14.08,4,8.29904761904761,1,5,3.52,71.5,71.5,2.33523809523809,18,0,0,0,9,0,0,0,0.118320490991678,62.5,0.0885717944384158,0,0,0,0,0.0885717944384158,1,0,0,0,-3.18437631474881,-3.18437631474881,0.605948045915814,0.605948045915814,0.966973916127871,-2.43959500960742,1.5,1.62292701688377,2.43439052532566,0,0,0,0,0,0,71.5,"0",9,62.5,48.42,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"35","D77",2024-02-04,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",20.4285714285714,0,0,4,0,20,1,1,0.05,16.44,5.91809523809523,115.08,24.64,7,8.77523809523809,1,4,3.52,140,140,18.2533333333333,18,0,0,0,3,0,0,0,0.306419653616169,137,0.21518262317421,0,0,0,0,0.21518262317421,1,0,0,0,-3.09730422434943,-2.33802181648724,0.657613517307961,0.657613517307961,1.04942184798835,-2.27154044242418,1.5,1.64872178517009,2.47308267775514,0,0,0,0,0,0,140,"0",3,137,112.36,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
"36","D77",2024-02-05,"Bar Soap","RECKITT","Bar Soap","ALL","BAR SOAP-All-120GM-35%","0",20.3181818181818,0,0,5,0,19.2272727272727,1,1,0.05,16.44,5.66857142857142,180.84,38.72,11,11.3828571428571,1,5,3.52,211.5,211.5,20.5885714285714,18,0,0,0,12,0,0,0,0.518781652786208,199.5,0.269930945819869,0,0,0,0,0.269930945819869,1,0,0,0,-3.22375177026508,-2.57951215147292,0.639399084616299,0.639399084616299,1.02035519544508,-2.43978765235811,1.5,1.65434631724608,2.48151947586912,0,0,0,0,0,0,211.5,"0",12,199.5,160.78,0,0,0,"D77_Bar Soap_RECKITT_Bar Soap_ALL_BAR SOAP-All-120GM-35%",0
